Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr22	16890296	0.397743	1.633076
chr22	16890307	0.396660	1.633081
chr22	16890816	0.397362	1.633282
chr22	16893449	0.407830	1.634329
chr22	16894090	0.414406	1.634590
chr22	16894264	0.419886	1.634662
chr22	16896164	0.478885	1.635460
chr22	16896210	0.538141	1.635482
chr22	16896762	1.890197	1.635779
chr22	16896882	1.909846	1.636006
chr22	16900134	2.637730	1.642217
chr22	16902425	2.697915	1.648260
chr22	16905893	2.867112	1.657616
chr22	16911574	2.941674	1.673904
chr22	16911828	1.120356	1.674651
chr22	16915707	2.190194	1.678997
chr22	16915998	3.607607	1.679635
chr22	16918335	2.492306	1.688066
chr22	16918847	1.481833	1.689342
chr22	16918867	0.135454	1.689371
chr22	16937131	0.136415	1.691845
chr22	16938376	0.137668	1.692015
chr22	16952978	0.141559	1.694025
chr22	16953120	0.144760	1.694045
chr22	16957305	0.145433	1.694651
chr22	16963545	0.152108	1.695559
chr22	16966809	0.167663	1.696055
chr22	16970900	0.180239	1.696741
chr22	16973226	0.184819	1.697160
chr22	16983606	0.200334	1.699079
chr22	16989290	0.198220	1.700217
chr22	16990420	0.194975	1.700441
chr22	16990526	0.194920	1.700462
chr22	17030710	0.194920	1.708295
chr22	17030792	0.231395	1.708311
chr22	17031072	0.282442	1.708376
chr22	17032698	0.526761	1.708835
chr22	17049825	0.607275	1.717857
chr22	17049907	0.830586	1.717906
chr22	17050088	1.064583	1.718057
chr22	17054720	1.211849	1.722988
chr22	17056022	1.409344	1.724566
chr22	17057138	1.545805	1.726139
chr22	17057597	1.726998	1.726848
chr22	17063359	2.280147	1.736799
chr22	17065079	2.686375	1.740721
chr22	17066732	6.100022	1.745161
chr22	17067504	6.296018	1.749871
chr22	17068748	6.240586	1.757703
chr22	17070109	6.155402	1.766196
chr22	17071043	3.737010	1.771946
chr22	17072483	2.522424	1.777327
chr22	17073066	1.740407	1.778797
chr22	17075353	1.748623	1.782778
chr22	17080378	1.789893	1.791565
chr22	17084609	0.770033	1.799138
chr22	17084762	0.610793	1.799255
chr22	17087656	0.624754	1.801023
chr22	17087705	0.637665	1.801054
chr22	17089639	7.823516	1.802287
chr22	17090474	7.820101	1.808820
chr22	17093947	0.624284	1.835979
chr22	17094749	0.615534	1.836479
chr22	17096707	0.602538	1.837685
chr22	17096864	0.587452	1.837779
chr22	17097416	0.526627	1.838103
chr22	17099107	0.389350	1.838994
chr22	17100497	0.371648	1.839535
chr22	17100911	0.337942	1.839689
chr22	17101987	0.304269	1.840053
chr22	17102604	0.265672	1.840240
chr22	17103078	0.225719	1.840366
chr22	17103717	0.211207	1.840511
chr22	17105666	0.206742	1.840922
chr22	17106294	0.205703	1.841052
chr22	17107266	0.200503	1.841252
chr22	17107330	0.158351	1.841265
chr22	17108619	0.155678	1.841469
chr22	17109150	0.105671	1.841552
chr22	17112280	0.077271	1.841882
chr22	17112342	0.048443	1.841887
chr22	17116233	0.048357	1.842076
chr22	17121886	0.048268	1.842349
chr22	17123478	0.048306	1.842426
chr22	17124307	0.048305	1.842466
chr22	17130409	0.048317	1.842761
chr22	17132490	0.048317	1.842861
chr22	17136658	0.048317	1.843063
chr22	17139227	0.048311	1.843187
chr22	17140023	0.048316	1.843225
chr22	17140593	0.048343	1.843253
chr22	17149033	0.142928	1.843661
chr22	17149300	0.276035	1.843699
chr22	17152611	0.299350	1.844613
chr22	17154984	1.115393	1.845323
chr22	17154992	1.705667	1.845332
chr22	17155383	1.799095	1.845999
chr22	17159670	1.799258	1.853712
chr22	17161286	2.056472	1.856619
chr22	17164372	2.084565	1.862966
chr22	17164478	2.119394	1.863187
chr22	17164773	5.102371	1.863812
chr22	17169522	3.646115	1.888043
chr22	17171377	3.434844	1.894807
chr22	17173913	3.057959	1.903517
chr22	17175288	3.054846	1.907722
chr22	17177075	3.479920	1.913181
chr22	17177470	3.589543	1.914556
chr22	17177794	3.591621	1.915719
chr22	17177906	3.592144	1.916121
chr22	17178015	3.595969	1.916512
chr22	17178213	3.715263	1.917224
chr22	17178230	3.884287	1.917288
chr22	17178332	4.300716	1.917684
chr22	17178586	5.091182	1.918776
chr22	17180510	7.248532	1.928572
chr22	17183103	4.446112	1.947367
chr22	17186728	4.442935	1.963484
chr22	17187276	4.438812	1.965919
chr22	17187577	4.438378	1.967255
chr22	17187689	2.794843	1.967752
chr22	17187719	1.054840	1.967836
chr22	17188058	0.710201	1.968194
chr22	17189132	0.701063	1.968956
chr22	17189194	0.691626	1.969000
chr22	17189718	0.692062	1.969362
chr22	17190111	0.686922	1.969634
chr22	17190683	1.912742	1.970027
chr22	17190719	4.090938	1.970096
chr22	17190730	4.079437	1.970141
chr22	17192143	4.201852	1.975905
chr22	17195268	0.723385	1.989036
chr22	17195679	0.441374	1.989333
chr22	17195867	0.517923	1.989416
chr22	17196300	0.361777	1.989640
chr22	17198998	0.361543	1.990617
chr22	17200597	0.361500	1.991195
chr22	17202602	0.215436	1.991919
chr22	17203103	0.132189	1.992027
chr22	17206030	0.132928	1.992414
chr22	17206496	0.134687	1.992476
chr22	17210318	0.138067	1.992991
chr22	17211075	0.143065	1.993096
chr22	17211341	0.144922	1.993134
chr22	17211440	0.144932	1.993148
chr22	17211973	0.147597	1.993225
chr22	17212113	0.152020	1.993246
chr22	17212553	0.157543	1.993313
chr22	17212992	0.162426	1.993382
chr22	17213298	0.168772	1.993432
chr22	17214252	0.175762	1.993593
chr22	17214669	0.176340	1.993666
chr22	17215732	0.176477	1.993853
chr22	17216894	0.180125	1.994058
chr22	17217201	0.186774	1.994114
chr22	17219250	0.193008	1.994496
chr22	17219356	0.197508	1.994517
chr22	17219625	0.206126	1.994570
chr22	17220001	0.216076	1.994648
chr22	17221495	0.299257	1.994970
chr22	17221812	0.664305	1.995065
chr22	17222785	0.651632	1.995712
chr22	17222962	0.600498	1.995827
chr22	17223562	0.405350	1.996187
chr22	17223938	0.368941	1.996340
chr22	17225174	0.388116	1.996796
chr22	17225193	0.412154	1.996803
chr22	17225319	0.472105	1.996855
chr22	17225407	0.575494	1.996896
chr22	17225715	1.004359	1.997074
chr22	17225903	1.098498	1.997263
chr22	17225950	1.223143	1.997314
chr22	17227403	1.212293	1.999091
chr22	17227461	1.208005	1.999162
chr22	17227600	1.203375	1.999330
chr22	17228796	1.228500	2.000769
chr22	17229968	1.283161	2.002209
chr22	17231133	2.976105	2.003704
chr22	17231512	4.982717	2.004832
chr22	17231603	7.632862	2.005285
chr22	17231719	8.314043	2.006170
chr22	17234497	0.571592	2.029267
chr22	17238270	0.942803	2.031423
chr22	17238335	1.465457	2.031485
chr22	17238906	2.349914	2.032321
chr22	17241459	0.584066	2.038321
chr22	17243464	0.581366	2.039492
chr22	17244600	0.575628	2.040152
chr22	17244734	0.569650	2.040229
chr22	17245309	0.568180	2.040557
chr22	17245340	0.566767	2.040575
chr22	17246329	0.566791	2.041135
chr22	17254399	0.568049	2.045709
chr22	17255296	0.568722	2.046219
chr22	17255527	0.568831	2.046350
chr22	17255752	0.569222	2.046478
chr22	17256231	0.570144	2.046751
chr22	17257198	0.589215	2.047302
chr22	17257295	0.589120	2.047359
chr22	17258201	0.727684	2.047893
chr22	17258313	0.727625	2.047974
chr22	17258797	0.727684	2.048327
chr22	17258808	1.135237	2.048335
chr22	17259954	1.018711	2.049636
chr22	17260536	1.018972	2.050228
chr22	17261026	0.936919	2.050728
chr22	17262699	0.860281	2.052295
chr22	17263854	0.854230	2.053289
chr22	17264565	0.621432	2.053896
chr22	17264904	0.553116	2.054107
chr22	17265124	0.524075	2.054229
chr22	17265194	0.501784	2.054265
chr22	17266361	0.407089	2.054851
chr22	17266625	0.289942	2.054958
chr22	17266949	0.240937	2.055052
chr22	17267006	0.205153	2.055066
chr22	17267459	0.206512	2.055159
chr22	17268016	0.611865	2.055274
chr22	17268152	0.921924	2.055357
chr22	17268998	0.466364	2.056137
chr22	17269076	0.205129	2.056173
chr22	17270198	0.257436	2.056404
chr22	17270265	0.339832	2.056421
chr22	17270487	0.706253	2.056496
chr22	17271652	1.103143	2.057319
chr22	17271703	1.857798	2.057375
chr22	17271714	2.669608	2.057396
chr22	17271842	2.951526	2.057737
chr22	17272246	2.844568	2.058930
chr22	17273178	3.171855	2.061581
chr22	17273468	3.641332	2.062501
chr22	17273728	27.815289	2.063448
chr22	17274435	61.902798	2.083113
chr22	17275394	6.136177	2.142478
chr22	17278762	0.471549	2.163144
chr22	17280345	0.410691	2.163891
chr22	17280822	0.407153	2.164087
chr22	17281110	0.405143	2.164204
chr22	17281392	0.405244	2.164318
chr22	17281931	0.403950	2.164537
chr22	17282549	0.403561	2.164786
chr22	17283102	0.403700	2.165010
chr22	17283820	0.404679	2.165299
chr22	17284065	0.405434	2.165399
chr22	17284363	0.405758	2.165519
chr22	17284540	0.405321	2.165591
chr22	17285049	0.400761	2.165797
chr22	17285419	0.398798	2.165946
chr22	17285949	0.397616	2.166157
chr22	17286147	0.396868	2.166236
chr22	17286329	0.396265	2.166308
chr22	17286712	0.395767	2.166460
chr22	17288200	0.395910	2.167049
chr22	17288220	0.395852	2.167057
chr22	17288377	0.395631	2.167119
chr22	17288988	0.395665	2.167361
chr22	17289118	0.396385	2.167412
chr22	17290010	0.399988	2.167766
chr22	17290674	0.406250	2.168031
chr22	17291543	0.408018	2.168384
chr22	17293143	0.436385	2.169037
chr22	17294251	1.241365	2.169521
chr22	17294997	0.338444	2.170447
chr22	17295117	0.341499	2.170487
chr22	17295703	0.333047	2.170687
chr22	17295764	0.333580	2.170708
chr22	17296235	0.374912	2.170865
chr22	17296426	0.446549	2.170936
chr22	17296700	0.370267	2.171059
chr22	17296720	0.299400	2.171066
chr22	17299033	0.278909	2.171759
chr22	17299261	0.278822	2.171822
chr22	17300320	0.272987	2.172118
chr22	17301217	0.271106	2.172362
chr22	17301843	0.269180	2.172532
chr22	17302458	0.269109	2.172698
chr22	17303596	0.268627	2.173004
chr22	17304132	0.275478	2.173148
chr22	17304246	0.284447	2.173179
chr22	17304887	2.097177	2.173362
chr22	17305777	1.684722	2.175228
chr22	17306104	0.900725	2.175779
chr22	17306184	0.420784	2.175851
chr22	17307742	0.371263	2.176507
chr22	17308241	0.366063	2.176692
chr22	17309296	0.377720	2.177078
chr22	17309362	0.377205	2.177103
chr22	17309517	0.423733	2.177161
chr22	17309555	0.480845	2.177178
chr22	17309881	0.474856	2.177334
chr22	17310488	0.617488	2.177623
chr22	17310741	0.881779	2.177779
chr22	17311027	1.238266	2.178031
chr22	17312596	15.916522	2.179974
chr22	17313288	0.716208	2.190988
chr22	17313798	0.715977	2.191353
chr22	17313872	0.715734	2.191406
chr22	17314151	0.715314	2.191606
chr22	17314977	0.714880	2.192197
chr22	17315102	0.715065	2.192286
chr22	17315458	0.715359	2.192541
chr22	17315503	0.746746	2.192573
chr22	17315621	6.442058	2.192661
chr22	17316313	0.862549	2.197119
chr22	17316555	0.695888	2.197328
chr22	17317062	0.706513	2.197681
chr22	17317100	0.720548	2.197707
chr22	17317233	1.081851	2.197803
chr22	17317346	1.533971	2.197925
chr22	17318150	0.751660	2.199159
chr22	17318333	0.937991	2.199296
chr22	17318367	1.154490	2.199328
chr22	17318682	1.153357	2.199692
chr22	17319156	0.650030	2.200239
chr22	17320361	0.762939	2.201022
chr22	17321768	0.765968	2.202095
chr22	17323243	0.771403	2.203225
chr22	17323853	0.761781	2.203696
chr22	17324383	0.695293	2.204099
chr22	17324504	0.503523	2.204184
chr22	17325148	0.388721	2.204508
chr22	17326181	0.389379	2.204909
chr22	17326432	0.391627	2.205007
chr22	17326550	0.391556	2.205053
chr22	17326668	0.390750	2.205100
chr22	17326914	0.381836	2.205196
chr22	17327157	0.364713	2.205288
chr22	17327181	0.350357	2.205297
chr22	17327595	0.342868	2.205442
chr22	17327712	0.336484	2.205482
chr22	17328627	0.333987	2.205790
chr22	17329355	0.331877	2.206033
chr22	17329601	0.327630	2.206115
chr22	17330409	0.328354	2.206380
chr22	17331020	0.432056	2.206580
chr22	17331656	0.424504	2.206855
chr22	17332664	0.404809	2.207283
chr22	17332915	0.404296	2.207385
chr22	17334052	0.323419	2.207844
chr22	17337527	0.320513	2.208968
chr22	17338134	0.330676	2.209163
chr22	17338286	0.301568	2.209213
chr22	17338446	0.301255	2.209261
chr22	17339003	0.296124	2.209429
chr22	17339040	0.290520	2.209440
chr22	17339129	0.290651	2.209466
chr22	17340077	0.301534	2.209741
chr22	17340419	0.309475	2.209845
chr22	17340639	0.317862	2.209913
chr22	17340798	0.324099	2.209963
chr22	17340906	0.327638	2.209998
chr22	17341904	0.331970	2.210325
chr22	17342240	0.340242	2.210437
chr22	17342480	0.358143	2.210518
chr22	17343037	0.425827	2.210718
chr22	17344500	0.464965	2.211341
chr22	17344949	0.473669	2.211550
chr22	17345122	0.950694	2.211632
chr22	17346384	4.747589	2.212831
chr22	17346544	5.984135	2.213591
chr22	17347348	5.983758	2.218402
chr22	17347460	5.987948	2.219072
chr22	17352097	6.772593	2.246838
chr22	17353947	7.822971	2.259368
chr22	17362289	8.052200	2.324627
chr22	17371336	5.352912	2.397475
chr22	17372135	4.750820	2.401752
chr22	17387645	4.124490	2.475437
chr22	17389912	2.201721	2.484788
chr22	17393020	1.468360	2.491631
chr22	17393239	1.070933	2.491952
chr22	17393451	1.076880	2.492179
chr22	17393876	1.070373	2.492637
chr22	17394989	1.905604	2.493828
chr22	17395434	2.646731	2.494676
chr22	17395610	3.476114	2.495142
chr22	17395724	3.078257	2.495538
chr22	17395974	3.178615	2.496308
chr22	17396459	3.216074	2.497850
chr22	17396465	3.147036	2.497869
chr22	17396612	3.110847	2.498331
chr22	17396613	3.134186	2.498335
chr22	17396966	2.376531	2.499441
chr22	17397875	2.085234	2.501601
chr22	17398508	2.082465	2.502921
chr22	17398800	2.049429	2.503529
chr22	17398812	2.016978	2.503554
chr22	17399211	1.951515	2.504359
chr22	17399588	1.057604	2.505094
chr22	17401834	0.998787	2.507470
chr22	17402322	0.992721	2.507957
chr22	17402459	0.989762	2.508093
chr22	17403936	0.993417	2.509555
chr22	17404911	0.993808	2.510524
chr22	17405173	0.993722	2.510784
chr22	17405330	0.991614	2.510940
chr22	17405698	0.992240	2.511305
chr22	17406065	0.992772	2.511669
chr22	17407349	1.004199	2.512944
chr22	17407566	1.011773	2.513162
chr22	17408116	0.977556	2.513718
chr22	17408859	0.929830	2.514444
chr22	17409897	0.919754	2.515410
chr22	17409957	0.912303	2.515465
chr22	17410128	0.905952	2.515621
chr22	17410373	0.900348	2.515843
chr22	17410790	0.893492	2.516218
chr22	17411899	0.903680	2.517209
chr22	17412168	17.597372	2.517452
chr22	17412216	48.608898	2.518297
chr22	17412682	48.608898	2.540949
chr22	17412806	48.608898	2.546976
chr22	17413554	42.623543	2.583336
chr22	17413595	2.217515	2.585083
chr22	17414103	2.148924	2.586210
chr22	17414162	2.154590	2.586336
chr22	17414385	2.184049	2.586817
chr22	17414640	2.240732	2.587374
chr22	17414892	2.244360	2.587938
chr22	17415490	2.197931	2.589281
chr22	17415572	1.938630	2.589461
chr22	17415956	1.009339	2.590205
chr22	17416219	0.662439	2.590471
chr22	17417742	0.145388	2.591480
chr22	17419338	0.145388	2.591712
chr22	17420578	0.142879	2.591892
chr22	17421989	0.142877	2.592094
chr22	17423930	0.142877	2.592371
chr22	17426401	0.147858	2.592724
chr22	17426417	0.151308	2.592726
chr22	17427037	0.198980	2.592820
chr22	17427664	0.949827	2.592945
chr22	17428080	1.912444	2.593340
chr22	17428123	2.309727	2.593422
chr22	17428815	3.645158	2.595021
chr22	17428982	3.811278	2.595629
chr22	17429384	3.044349	2.597161
chr22	17429434	1.645500	2.597314
chr22	17429893	1.000337	2.598069
chr22	17430040	0.390556	2.598216
chr22	17430931	0.380424	2.598564
chr22	17432482	0.382915	2.599154
chr22	17433210	0.609779	2.599433
chr22	17433221	0.830408	2.599439
chr22	17433888	0.830801	2.599993
chr22	17434084	0.769952	2.600156
chr22	17434253	0.611288	2.600286
chr22	17434521	0.480319	2.600450
chr22	17434924	0.448049	2.600644
chr22	17435034	0.448461	2.600693
chr22	17436627	0.448108	2.601407
chr22	17436762	0.442156	2.601468
chr22	17436846	0.434460	2.601505
chr22	17437310	0.420200	2.601707
chr22	17437483	0.407101	2.601779
chr22	17437500	0.392592	2.601786
chr22	17437617	0.390207	2.601832
chr22	17437681	0.375230	2.601857
chr22	17438737	0.365552	2.602253
chr22	17438982	0.365262	2.602343
chr22	17440953	0.503016	2.603063
chr22	17441303	0.562955	2.603239
chr22	17441449	0.903032	2.603321
chr22	17441524	1.237503	2.603389
chr22	17441525	1.334236	2.603390
chr22	17442154	1.349466	2.604229
chr22	17442206	1.353406	2.604299
chr22	17442223	1.356468	2.604322
chr22	17442739	1.220471	2.605022
chr22	17442987	0.851049	2.605325
chr22	17443131	0.689015	2.605448
chr22	17443179	0.631626	2.605481
chr22	17443238	0.551117	2.605518
chr22	17443263	0.469156	2.605532
chr22	17443381	0.409169	2.605587
chr22	17445502	0.332803	2.606455
chr22	17446157	0.332563	2.606673
chr22	17446825	0.331446	2.606895
chr22	17446914	0.320681	2.606925
chr22	17446991	0.309904	2.606949
chr22	17448143	0.309691	2.607306
chr22	17448404	0.310411	2.607387
chr22	17449115	0.322009	2.607608
chr22	17450515	0.439131	2.608059
chr22	17450538	0.439703	2.608069
chr22	17451185	0.448060	2.608353
chr22	17451710	0.452892	2.608588
chr22	17451854	0.455652	2.608654
chr22	17451966	0.456769	2.608705
chr22	17452925	0.467249	2.609143
chr22	17452966	0.466469	2.609162
chr22	17453956	0.455742	2.609624
chr22	17454486	0.465910	2.609865
chr22	17454695	0.536032	2.609963
chr22	17454945	0.731211	2.610097
chr22	17455391	0.756513	2.610423
chr22	17456773	0.213639	2.611468
chr22	17457276	0.094872	2.611576
chr22	17462185	0.091971	2.612041
chr22	17463189	0.371713	2.612134
chr22	17464029	0.371678	2.612446
chr22	17465108	0.208610	2.612847
chr22	17465175	0.087337	2.612861
chr22	17466249	0.086462	2.612955
chr22	17466491	0.085458	2.612976
chr22	17466783	0.085576	2.613001
chr22	17466918	0.085709	2.613012
chr22	17467073	0.085667	2.613026
chr22	17467411	0.086197	2.613055
chr22	17467474	0.086293	2.613060
chr22	17467684	0.086930	2.613078
chr22	17467823	0.087277	2.613090
chr22	17469026	5.435349	2.613195
chr22	17469310	0.360294	2.614739
chr22	17469558	0.360294	2.614828
chr22	17470779	0.387852	2.615268
chr22	17471354	0.441190	2.615491
chr22	17471369	0.491416	2.615498
chr22	17472032	0.505671	2.615824
chr22	17472071	0.507535	2.615843
chr22	17472239	0.507535	2.615928
chr22	17473229	0.380158	2.616431
chr22	17474689	0.304389	2.616986
chr22	17474812	0.221340	2.617023
chr22	17475014	0.220354	2.617068
chr22	17475191	0.220354	2.617107
chr22	17475654	0.217876	2.617209
chr22	17475921	0.198389	2.617267
chr22	17476064	0.195980	2.617296
chr22	17488195	0.386077	2.619673
chr22	17488430	3.709367	2.619764
chr22	17488669	4.448985	2.620650
chr22	17488727	6.544529	2.620908
chr22	17489300	33.237421	2.624658
chr22	17489546	33.733199	2.632835
chr22	17489577	34.224832	2.633881
chr22	17489890	34.261808	2.644593
chr22	17490932	6.802650	2.680294
chr22	17491584	6.091089	2.684729
chr22	17492203	6.272325	2.688499
chr22	17492452	22.475174	2.690061
chr22	17492533	27.144584	2.691882
chr22	17493182	36.287737	2.709499
chr22	17493293	44.132225	2.713527
chr22	17493431	44.856093	2.719617
chr22	17493520	44.851041	2.723609
chr22	17493708	38.842338	2.732041
chr22	17493720	34.797372	2.732507
chr22	17493792	34.709763	2.735013
chr22	17494101	34.623903	2.745738
chr22	17494547	1.596458	2.761180
chr22	17495145	1.581420	2.762135
chr22	17499890	0.735312	2.769639
chr22	17500036	0.352819	2.769746
chr22	17500417	0.314440	2.769880
chr22	17501980	0.315533	2.770372
chr22	17502191	0.317994	2.770438
chr22	17504047	0.403852	2.771029
chr22	17504945	0.499486	2.771391
chr22	17513703	0.485649	2.775766
chr22	17514372	0.480377	2.776091
chr22	17517298	0.435013	2.777496
chr22	17519579	0.228662	2.778489
chr22	17520850	0.204666	2.778779
chr22	17522807	0.122318	2.779180
chr22	17523190	0.123278	2.779227
chr22	17524190	2.551370	2.779350
chr22	17524203	3.286984	2.779383
chr22	17524569	0.058103	2.780586
chr22	17524728	0.055442	2.780595
chr22	17525355	0.053891	2.780630
chr22	17525525	0.052841	2.780639
chr22	17525584	0.052083	2.780642
chr22	17525610	0.051631	2.780644
chr22	17525970	0.051580	2.780662
chr22	17526055	0.051561	2.780667
chr22	17526489	0.051561	2.780689
chr22	17526532	0.051561	2.780691
chr22	17527063	0.051561	2.780719
chr22	17527495	0.051671	2.780741
chr22	17527847	0.051876	2.780759
chr22	17529500	0.053378	2.780845
chr22	17529583	0.053379	2.780849
chr22	17529814	0.055146	2.780862
chr22	17530370	0.340541	2.780892
chr22	17531732	0.344479	2.781356
chr22	17532449	0.067354	2.781603
chr22	17532554	0.058189	2.781610
chr22	17532889	0.060178	2.781630
chr22	17533056	0.061775	2.781640
chr22	17533396	0.061775	2.781661
chr22	17534726	0.061775	2.781743
chr22	17535124	0.061775	2.781767
chr22	17535220	0.061775	2.781773
chr22	17535520	0.061775	2.781792
chr22	17536016	0.061775	2.781823
chr22	17536145	0.061775	2.781830
chr22	17536181	0.100844	2.781833
chr22	17536391	0.065251	2.781854
chr22	17536470	0.065251	2.781859
chr22	17536555	0.065251	2.781865
chr22	17537530	0.065251	2.781928
chr22	17537830	0.065251	2.781948
chr22	17538439	0.066752	2.781988
chr22	17538808	0.066752	2.782012
chr22	17538980	0.067442	2.782024
chr22	17539129	0.067442	2.782034
chr22	17539439	0.067442	2.782055
chr22	17539544	0.069222	2.782062
chr22	17539625	0.069905	2.782067
chr22	17539678	0.069799	2.782071
chr22	17541673	0.070604	2.782210
chr22	17541858	0.070992	2.782223
chr22	17542650	0.071759	2.782280
chr22	17543048	0.071759	2.782308
chr22	17543482	0.070891	2.782339
chr22	17544834	0.068800	2.782435
chr22	17545859	0.068061	2.782506
chr22	17548971	0.068151	2.782717
chr22	17549526	0.077354	2.782755
chr22	17550418	0.229468	2.782824
chr22	17553198	0.302056	2.783462
chr22	17554354	0.076330	2.783811
chr22	17554915	0.077976	2.783854
chr22	17557144	0.175603	2.784028
chr22	17557308	0.175412	2.784057
chr22	17561513	0.284920	2.784794
chr22	17561913	0.284634	2.784908
chr22	17564907	0.297467	2.785761
chr22	17565013	0.555698	2.785792
chr22	17565035	0.833562	2.785804
chr22	17565932	1.147314	2.786552
chr22	17566206	1.231293	2.786866
chr22	17566504	1.107469	2.787233
chr22	17567699	1.390702	2.788557
chr22	17567807	2.660985	2.788707
chr22	17571355	23.697386	2.798148
chr22	17571604	23.740070	2.804049
chr22	17572941	23.700196	2.835789
chr22	17575800	24.353344	2.903548
chr22	17580394	46.837610	3.015427
chr22	17580813	46.839366	3.035052
chr22	17581838	46.830877	3.083063
chr22	17582776	5.106012	3.126990
chr22	17582877	3.365686	3.127506
chr22	17585441	3.366340	3.136135
chr22	17585808	3.366821	3.137371
chr22	17586471	3.367540	3.139603
chr22	17587680	3.368881	3.143674
chr22	17587975	3.370564	3.144668
chr22	17588305	2.602981	3.145780
chr22	17589246	1.551755	3.148230
chr22	17589297	1.535676	3.148309
chr22	17589567	1.251060	3.148724
chr22	17591089	1.244165	3.150628
chr22	17591823	1.236596	3.151541
chr22	17593685	1.178131	3.153843
chr22	17594886	1.330052	3.155258
chr22	17594915	1.504072	3.155297
chr22	17595070	1.906903	3.155530
chr22	17595746	1.881212	3.156819
chr22	17595915	1.847933	3.157137
chr22	17596178	1.775188	3.157623
chr22	17596229	1.721984	3.157714
chr22	17596388	1.679076	3.157987
chr22	17597297	1.649067	3.159514
chr22	17597462	1.656105	3.159786
chr22	17599170	1.740869	3.162614
chr22	17599844	1.746449	3.163788
chr22	17599860	1.747294	3.163816
chr22	17600497	1.641642	3.164929
chr22	17603340	1.655245	3.169596
chr22	17603801	1.539264	3.170359
