Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chrX_par1	429366	13.856914	1.557499
chrX_par1	432026	13.857289	1.594358
chrX_par1	432464	13.857289	1.600427
chrX_par1	432708	13.857289	1.603809
chrX_par1	435263	13.857289	1.639214
chrX_par1	436362	13.857289	1.654443
chrX_par1	438820	13.857289	1.688504
chrX_par1	443567	13.857289	1.754285
chrX_par1	443771	13.857289	1.757112
chrX_par1	443911	13.854832	1.759052
chrX_par1	444084	13.253535	1.761449
chrX_par1	444601	4.251640	1.768301
chrX_par1	446803	4.255457	1.777663
chrX_par1	446926	4.261289	1.778186
chrX_par1	447383	4.282092	1.780134
chrX_par1	449065	4.346108	1.787336
chrX_par1	451142	14.025993	1.796363
chrX_par1	455883	14.027202	1.862860
chrX_par1	457102	14.048229	1.879959
chrX_par1	458034	14.074217	1.893052
chrX_par1	458133	14.074217	1.894446
chrX_par1	460908	14.076490	1.933502
chrX_par1	460959	14.075473	1.934220
chrX_par1	463631	14.073955	1.971829
chrX_par1	463983	14.069948	1.976783
chrX_par1	465770	14.069948	2.001926
chrX_par1	468364	14.044384	2.038424
chrX_par1	468417	14.043916	2.039168
chrX_par1	468501	14.007905	2.040348
chrX_par1	469006	13.956812	2.047422
chrX_par1	477422	13.824605	2.164882
chrX_par1	478748	13.609760	2.183214
chrX_par1	480645	13.454387	2.209031
chrX_par1	482028	13.454387	2.227639
chrX_par1	487046	11.454351	2.295153
chrX_par1	487803	8.705484	2.303824
chrX_par1	489911	8.475756	2.322175
chrX_par1	489934	8.255745	2.322370
chrX_par1	490460	8.259252	2.326713
chrX_par1	492571	8.074107	2.344148
chrX_par1	492847	8.073273	2.346376
chrX_par1	492888	7.958564	2.346707
chrX_par1	498635	7.849695	2.392445
chrX_par1	500359	7.359309	2.405978
chrX_par1	502588	7.821963	2.422382
chrX_par1	502626	8.348885	2.422679
chrX_par1	503271	8.348885	2.428064
chrX_par1	504354	8.377027	2.437106
chrX_par1	504625	8.404533	2.439376
chrX_par1	505742	8.407965	2.448764
chrX_par1	507542	8.102161	2.463898
chrX_par1	509436	8.102161	2.479244
chrX_par1	509591	5.257927	2.480500
chrX_par1	512531	5.580935	2.495958
chrX_par1	512557	5.931150	2.496103
chrX_par1	513369	7.536253	2.500919
chrX_par1	513590	9.969020	2.502585
chrX_par1	513921	12.551953	2.505884
chrX_par1	519500	12.507301	2.575912
chrX_par1	520151	12.502794	2.584054
chrX_par1	522827	12.549583	2.617512
chrX_par1	524464	12.547492	2.638055
chrX_par1	524871	12.540979	2.643162
chrX_par1	525951	12.476682	2.656706
chrX_par1	528518	12.377029	2.688734
chrX_par1	528573	12.268531	2.689415
chrX_par1	528914	12.197178	2.693598
chrX_par1	532467	11.782767	2.736935
chrX_par1	535813	11.791792	2.776360
chrX_par1	535913	10.651539	2.777539
chrX_par1	536061	9.757250	2.779116
chrX_par1	536122	8.904863	2.779711
chrX_par1	538059	8.864552	2.796959
chrX_par1	538103	8.865904	2.797350
chrX_par1	539091	8.863411	2.806109
chrX_par1	539270	8.860182	2.807696
chrX_par1	539358	8.904538	2.808475
chrX_par1	542277	8.987435	2.834468
chrX_par1	543406	9.127581	2.844614
chrX_par1	546480	9.260383	2.872673
chrX_par1	547183	9.373791	2.879183
chrX_par1	547306	9.596869	2.880336
chrX_par1	547963	9.862880	2.886641
chrX_par1	548481	10.052025	2.891750
chrX_par1	549324	10.024065	2.900224
chrX_par1	550567	10.158042	2.912684
chrX_par1	552190	10.121385	2.929170
chrX_par1	553070	3.330461	2.938077
chrX_par1	554983	3.205987	2.944448
chrX_par1	556921	3.210929	2.950661
chrX_par1	557856	3.212089	2.953663
chrX_par1	561068	3.197940	2.963981
chrX_par1	568056	5.675027	2.986328
chrX_par1	568246	9.019003	2.987406
chrX_par1	568604	12.859345	2.990635
chrX_par1	582185	13.045518	3.165278
chrX_par1	584836	13.207179	3.199861
chrX_par1	585090	13.207179	3.203216
chrX_par1	591926	13.337527	3.293500
chrX_par1	592944	13.473655	3.307078
chrX_par1	595212	13.562881	3.337636
chrX_par1	596245	13.643441	3.351647
chrX_par1	596647	13.714923	3.357131
chrX_par1	599294	13.750634	3.393435
chrX_par1	600026	13.781557	3.403500
chrX_par1	611400	13.804650	3.560252
chrX_par1	611759	13.821154	3.565207
chrX_par1	618503	13.838148	3.658417
chrX_par1	621170	13.849416	3.695324
chrX_par1	621800	13.856686	3.704049
chrX_par1	623063	13.858431	3.721550
chrX_par1	623242	13.861677	3.724030
chrX_par1	624457	13.862351	3.740872
chrX_par1	624603	13.862351	3.742896
chrX_par1	624689	13.862077	3.744088
chrX_par1	624871	13.862077	3.746611
chrX_par1	627853	13.801412	3.787948
chrX_par1	631613	13.801412	3.839841
chrX_par1	632829	12.843129	3.856624
chrX_par1	640090	12.677282	3.949878
chrX_par1	643862	11.242381	3.997697
chrX_par1	643885	9.570734	3.997955
chrX_par1	644440	8.281617	4.003267
chrX_par1	645966	7.366626	4.015905
chrX_par1	647019	7.367439	4.023662
chrX_par1	647551	7.367439	4.027581
chrX_par1	650221	7.321912	4.047252
chrX_par1	650983	7.324709	4.052831
chrX_par1	652379	7.326192	4.063057
chrX_par1	653664	7.420251	4.072471
chrX_par1	653717	7.624310	4.072864
chrX_par1	654434	8.095420	4.078331
chrX_par1	655386	13.188999	4.086038
chrX_par1	656040	17.383151	4.094663
chrX_par1	656057	21.573147	4.094959
chrX_par1	656152	21.657433	4.097008
chrX_par1	656231	21.713275	4.098719
chrX_par1	659425	19.967582	4.168071
chrX_par1	660336	17.242149	4.186262
chrX_par1	660345	14.881497	4.186417
chrX_par1	661352	14.528616	4.201403
chrX_par1	661381	13.520801	4.201824
chrX_par1	662609	11.238748	4.218428
chrX_par1	662679	3.241496	4.219214
chrX_par1	663209	2.671543	4.220932
chrX_par1	663279	2.307885	4.221119
chrX_par1	663441	1.968060	4.221493
chrX_par1	663455	1.731552	4.221521
chrX_par1	663547	1.694536	4.221680
chrX_par1	663783	1.691209	4.222080
chrX_par1	664483	1.694257	4.223264
chrX_par1	665198	7.494925	4.224475
chrX_par1	665405	10.908867	4.226027
chrX_par1	665594	11.401945	4.228088
chrX_par1	665675	11.435613	4.229012
chrX_par1	665684	11.446592	4.229115
chrX_par1	665748	11.446592	4.229847
chrX_par1	665819	11.446592	4.230660
chrX_par1	666217	11.463590	4.235216
chrX_par1	668171	11.188098	4.257616
chrX_par1	668279	10.852435	4.258824
chrX_par1	668316	10.438788	4.259226
chrX_par1	668454	9.927417	4.260666
chrX_par1	668583	9.164085	4.261947
chrX_par1	670479	8.220062	4.279322
chrX_par1	671188	8.109560	4.285150
chrX_par1	672818	7.400154	4.298369
chrX_par1	673451	7.197024	4.303053
chrX_par1	674451	6.656568	4.310250
chrX_par1	674488	6.140024	4.310496
chrX_par1	674502	5.753421	4.310582
chrX_par1	675224	5.710951	4.314736
chrX_par1	675251	5.511087	4.314890
chrX_par1	676670	11.467530	4.322710
chrX_par1	676682	12.205557	4.322848
chrX_par1	677310	14.757731	4.330513
chrX_par1	677349	15.466820	4.331089
chrX_par1	678578	15.982634	4.350097
chrX_par1	678649	16.467459	4.351232
chrX_par1	679521	16.481035	4.365592
chrX_par1	679597	16.481122	4.366844
chrX_par1	680909	16.530592	4.388468
chrX_par1	681332	17.176132	4.395460
chrX_par1	681431	17.213821	4.397161
chrX_par1	681764	17.217695	4.402893
chrX_par1	682009	17.009310	4.407111
chrX_par1	682100	12.886539	4.408659
chrX_par1	682116	1.836108	4.408865
chrX_par1	684457	2.957706	4.413163
chrX_par1	684696	4.538633	4.413870
chrX_par1	685056	8.327171	4.415504
chrX_par1	687136	8.299373	4.432825
chrX_par1	688399	3.791988	4.443307
chrX_par1	692303	3.783267	4.458111
chrX_par1	692512	3.773751	4.458901
chrX_par1	695620	3.752297	4.470630
chrX_par1	696683	3.752227	4.474619
chrX_par1	696749	7.629281	4.474867
chrX_par1	696995	8.515768	4.476743
chrX_par1	697088	5.834586	4.477535
chrX_par1	697135	0.548422	4.477810
chrX_par1	697436	0.518906	4.477975
chrX_par1	700307	0.511652	4.479464
chrX_par1	700593	0.510278	4.479611
chrX_par1	701936	0.503614	4.480296
chrX_par1	702213	0.241809	4.480436
chrX_par1	705467	0.243003	4.481222
chrX_par1	706137	0.268438	4.481385
chrX_par1	706167	0.298138	4.481393
chrX_par1	706239	0.328750	4.481415
chrX_par1	706291	0.342249	4.481432
chrX_par1	706432	0.407430	4.481480
chrX_par1	706720	2.390697	4.481597
chrX_par1	706787	4.429238	4.481758
chrX_par1	706936	7.480485	4.482418
chrX_par1	707050	3.371794	4.483270
chrX_par1	707404	1.281506	4.484464
chrX_par1	708327	1.340047	4.485647
chrX_par1	712523	1.340845	4.491270
chrX_par1	713060	1.344824	4.491990
chrX_par1	713300	1.353207	4.492312
chrX_par1	715476	3.712773	4.495257
chrX_par1	717742	2.670014	4.503670
chrX_par1	718123	1.732347	4.504687
chrX_par1	723535	2.202058	4.514063
chrX_par1	725756	2.288827	4.518954
chrX_par1	727566	2.324736	4.523096
chrX_par1	728370	2.405547	4.524966
chrX_par1	728449	2.498047	4.525156
chrX_par1	729692	16.312625	4.528261
chrX_par1	732714	17.698865	4.577557
chrX_par1	732742	17.698865	4.578053
chrX_par1	732913	19.343785	4.581079
chrX_par1	734851	19.524218	4.618568
chrX_par1	735448	19.562285	4.630224
chrX_par1	737011	19.562285	4.660800
chrX_par1	737628	19.562285	4.672869
chrX_par1	742052	19.562285	4.759413
chrX_par1	742117	19.562285	4.760685
chrX_par1	742548	19.562285	4.769116
chrX_par1	742723	19.562285	4.772539
chrX_par1	742745	19.562285	4.772970
chrX_par1	744677	19.562285	4.810764
chrX_par1	745464	19.562285	4.826160
chrX_par1	745714	19.562285	4.831050
chrX_par1	745858	19.554769	4.833867
chrX_par1	746462	11.713423	4.845678
chrX_par1	747125	11.673450	4.853444
chrX_par1	747249	11.665396	4.854892
chrX_par1	747364	11.663491	4.856233
chrX_par1	748053	15.312377	4.864269
chrX_par1	748722	15.548128	4.874513
chrX_par1	750176	15.548128	4.897120
chrX_par1	752149	13.828183	4.927797
chrX_par1	752269	11.837113	4.929456
chrX_par1	752635	11.240188	4.933789
chrX_par1	756147	11.830848	4.973264
chrX_par1	756542	11.830848	4.977937
chrX_par1	756750	11.830848	4.980398
chrX_par1	759557	12.072675	5.013607
chrX_par1	766479	12.072675	5.097174
chrX_par1	766859	12.072675	5.101762
chrX_par1	767577	12.060256	5.110430
chrX_par1	770203	11.958579	5.142100
chrX_par1	772984	11.954286	5.175357
chrX_par1	776103	11.952037	5.212643
chrX_par1	776769	11.952037	5.220603
chrX_par1	780594	11.903463	5.266319
chrX_par1	781031	11.827295	5.271521
chrX_par1	782630	10.568826	5.290433
chrX_par1	786727	10.006273	5.333733
chrX_par1	791404	10.945108	5.380533
chrX_par1	791473	12.152450	5.381288
chrX_par1	793985	12.434794	5.411815
chrX_par1	799181	12.450708	5.476426
chrX_par1	802741	12.468923	5.520751
chrX_par1	803950	12.487952	5.535825
chrX_par1	808912	12.496513	5.597791
chrX_par1	809703	12.498664	5.607675
chrX_par1	811957	12.504222	5.635847
chrX_par1	811962	12.511272	5.635910
chrX_par1	812596	12.511782	5.643842
chrX_par1	813559	12.511782	5.655891
chrX_par1	813568	12.511782	5.656004
chrX_par1	814334	12.669779	5.665588
chrX_par1	814694	12.695950	5.670149
chrX_par1	814723	12.719037	5.670517
chrX_par1	815165	12.719037	5.676139
chrX_par1	815242	12.719037	5.677118
chrX_par1	815289	12.720384	5.677716
chrX_par1	816304	12.720384	5.690627
chrX_par1	817313	12.720384	5.703462
chrX_par1	817434	12.718232	5.705001
chrX_par1	817517	12.710318	5.706057
chrX_par1	817580	12.694825	5.706857
chrX_par1	817642	12.684313	5.707644
chrX_par1	817832	12.680617	5.710055
chrX_par1	817976	12.673358	5.711881
chrX_par1	818949	12.678290	5.724212
chrX_par1	822239	12.676058	5.765923
chrX_par1	825904	12.671768	5.812381
chrX_par1	827550	12.669252	5.833239
chrX_par1	828388	12.659788	5.843856
chrX_par1	830501	12.500891	5.870606
chrX_par1	835199	11.209521	5.929335
chrX_par1	835295	9.949578	5.930411
chrX_par1	835551	9.003458	5.932958
chrX_par1	835632	8.401984	5.933687
chrX_par1	835667	7.961088	5.933981
chrX_par1	836108	7.405032	5.937492
chrX_par1	836207	7.402917	5.938225
chrX_par1	838354	9.144752	5.954119
chrX_par1	838716	12.877686	5.957430
chrX_par1	841383	12.877259	5.991775
chrX_par1	846074	12.689849	6.052182
chrX_par1	846113	12.525022	6.052677
chrX_par1	847321	11.370690	6.067807
chrX_par1	847848	0.497985	6.073799
chrX_par1	849078	0.498303	6.074412
chrX_par1	849245	0.481487	6.074495
chrX_par1	850273	0.475236	6.074990
chrX_par1	850332	0.462973	6.075018
chrX_par1	850478	0.455030	6.075086
chrX_par1	850676	0.447047	6.075176
chrX_par1	851126	0.537556	6.075377
chrX_par1	851541	0.478345	6.075600
chrX_par1	851698	0.392959	6.075675
chrX_par1	852190	0.397357	6.075868
chrX_par1	852379	0.344393	6.075944
chrX_par1	852639	0.317247	6.076033
chrX_par1	852731	0.334963	6.076062
chrX_par1	855756	0.338905	6.077076
chrX_par1	856620	0.487703	6.077368
chrX_par1	857296	0.741393	6.077698
chrX_par1	857464	0.906985	6.077823
chrX_par1	857562	0.970329	6.077912
chrX_par1	858291	1.033379	6.078619
chrX_par1	858310	1.090459	6.078639
chrX_par1	859150	1.083184	6.079555
chrX_par1	859805	1.084896	6.080264
chrX_par1	864104	5.669420	6.084928
chrX_par1	867677	7.851072	6.105185
chrX_par1	871414	9.092612	6.134524
chrX_par1	872263	17.701863	6.142244
chrX_par1	875325	1.252194	6.196447
chrX_par1	875567	1.144159	6.196750
chrX_par1	875913	1.154703	6.197146
chrX_par1	875989	1.186930	6.197234
chrX_par1	876060	2.492372	6.197318
chrX_par1	876087	6.773318	6.197385
chrX_par1	876357	7.526705	6.199214
chrX_par1	876701	7.712656	6.201803
chrX_par1	878067	7.004359	6.212339
chrX_par1	880985	10.341927	6.232777
chrX_par1	881003	14.006398	6.232964
chrX_par1	881112	15.110029	6.234490
chrX_par1	881166	15.293324	6.235306
chrX_par1	883640	15.418341	6.273142
chrX_par1	892615	15.418341	6.411522
chrX_par1	897662	15.421005	6.489338
chrX_par1	897758	15.426511	6.490818
chrX_par1	898089	15.431995	6.495924
chrX_par1	898172	15.431995	6.497205
chrX_par1	898402	15.435183	6.500755
chrX_par1	899381	15.442452	6.515866
chrX_par1	901532	15.440770	6.549082
chrX_par1	901655	15.440770	6.550982
chrX_par1	901834	15.435629	6.553746
chrX_par1	901895	15.432374	6.554687
chrX_par1	901914	15.430415	6.554980
chrX_par1	902733	13.268159	6.567618
chrX_par1	902756	6.591923	6.567923
chrX_par1	904290	1.958447	6.578035
chrX_par1	904452	1.932066	6.578352
chrX_par1	907060	1.197798	6.583391
chrX_par1	907394	1.185468	6.583791
chrX_par1	908699	1.190836	6.585338
chrX_par1	908787	1.192280	6.585443
chrX_par1	910121	1.186331	6.587034
chrX_par1	911325	1.187248	6.588462
chrX_par1	913175	1.187503	6.590658
chrX_par1	920087	6.260390	6.598866
chrX_par1	920429	19.645175	6.601007
chrX_par1	920485	24.311468	6.602107
chrX_par1	920816	24.385284	6.610155
chrX_par1	921292	24.385284	6.621762
chrX_par1	921922	24.385284	6.637125
chrX_par1	923226	20.365969	6.668923
chrX_par1	923260	16.359157	6.669616
chrX_par1	923520	16.230617	6.673869
chrX_par1	924972	16.230617	6.697436
chrX_par1	924992	18.528397	6.697760
chrX_par1	925521	20.937194	6.707562
chrX_par1	925602	30.730965	6.709258
chrX_par1	926211	30.735174	6.727973
chrX_par1	926340	30.745596	6.731938
chrX_par1	927212	30.745596	6.758748
chrX_par1	927508	30.745596	6.767849
chrX_par1	927580	30.745596	6.770062
chrX_par1	927665	29.859341	6.772676
chrX_par1	927839	18.727173	6.777871
chrX_par1	929189	18.712243	6.803153
chrX_par1	929611	18.311143	6.811050
chrX_par1	929944	17.832753	6.817147
chrX_par1	929996	17.223141	6.818074
chrX_par1	930358	16.251859	6.824309
chrX_par1	930802	6.065457	6.831525
chrX_par1	931093	2.807767	6.833290
chrX_par1	933207	2.802415	6.839226
chrX_par1	933456	2.796735	6.839924
chrX_par1	933592	2.762576	6.840304
chrX_par1	934198	2.066624	6.841978
chrX_par1	934393	1.616108	6.842381
chrX_par1	940716	2.154615	6.852600
chrX_par1	941303	2.492431	6.853864
chrX_par1	942617	2.540193	6.857139
chrX_par1	944098	2.524916	6.860901
chrX_par1	944168	2.497864	6.861078
chrX_par1	944608	2.498912	6.862177
chrX_par1	944859	2.500289	6.862804
chrX_par1	945374	2.572384	6.864092
chrX_par1	947239	4.747784	6.868890
chrX_par1	949989	4.875211	6.881946
chrX_par1	950976	4.892954	6.886758
chrX_par1	954768	4.993213	6.905312
chrX_par1	954917	5.103718	6.906056
chrX_par1	958808	5.261419	6.925915
chrX_par1	963754	5.213396	6.951937
chrX_par1	963978	5.040498	6.953105
chrX_par1	966454	4.686329	6.965586
chrX_par1	967359	4.344061	6.969827
chrX_par1	968159	4.179803	6.973302
chrX_par1	970065	4.327975	6.981269
chrX_par1	971811	4.087060	6.988825
chrX_par1	973778	4.555063	6.996865
chrX_par1	973865	4.620576	6.997261
chrX_par1	974942	4.909506	7.002237
chrX_par1	975535	6.045641	7.005149
chrX_par1	976171	8.467642	7.008994
chrX_par1	976217	11.386218	7.009383
chrX_par1	979904	11.087212	7.051364
chrX_par1	980326	11.052752	7.056043
chrX_par1	980336	11.039980	7.056153
chrX_par1	981280	11.076058	7.066575
chrX_par1	985100	11.075954	7.108886
chrX_par1	987444	11.054075	7.134848
chrX_par1	990180	10.980695	7.165092
chrX_par1	990352	10.853016	7.166980
chrX_par1	990360	10.688342	7.167067
chrX_par1	990845	9.479196	7.172251
chrX_par1	995079	9.469714	7.212386
chrX_par1	995759	9.477716	7.218825
chrX_par1	995974	9.536570	7.220863
chrX_par1	996315	9.715146	7.224115
chrX_par1	1000937	9.722818	7.269018
chrX_par1	1003315	10.297355	7.292139
chrX_par1	1006947	5.567385	7.329539
chrX_par1	1007191	4.167340	7.330898
chrX_par1	1008293	4.119450	7.335490
chrX_par1	1009976	4.560109	7.342423
chrX_par1	1012059	6.696155	7.351922
chrX_par1	1015828	9.541281	7.377160
chrX_par1	1018990	12.668539	7.407329
chrX_par1	1020245	12.793132	7.423228
chrX_par1	1021308	12.968286	7.436827
chrX_par1	1021359	13.089059	7.437489
chrX_par1	1021508	13.230846	7.439439
chrX_par1	1022950	13.236493	7.458518
chrX_par1	1023287	13.236493	7.462979
chrX_par1	1024551	13.236493	7.479709
chrX_par1	1026155	13.236493	7.500941
chrX_par1	1029640	13.236493	7.547070
chrX_par1	1029697	13.236493	7.547824
chrX_par1	1029793	15.509897	7.549095
chrX_par1	1459643	13.228068	14.216025
chrX_par1	1460177	13.157581	14.223088
chrX_par1	1460740	13.219372	14.230496
chrX_par1	1460992	13.210601	14.233827
chrX_par1	1463771	13.214341	14.270540
chrX_par1	1471138	4.472911	14.367890
chrX_par1	1473247	4.451807	14.377323
chrX_par1	1475890	4.262854	14.389089
chrX_par1	1478468	5.736494	14.400079
chrX_par1	1482019	4.985710	14.420449
chrX_par1	1499835	1.205745	14.509275
chrX_par1	1502582	1.031933	14.512587
chrX_par1	1506681	1.245595	14.516817
chrX_par1	1508067	1.506374	14.518543
chrX_par1	1508324	1.688776	14.518930
chrX_par1	1508465	1.712901	14.519168
chrX_par1	1510188	3.595152	14.522120
chrX_par1	1512276	3.619162	14.529626
chrX_par1	1514233	3.294660	14.536709
chrX_par1	1516222	3.287116	14.543262
chrX_par1	1516746	3.234514	14.544984
chrX_par1	1517701	3.216639	14.548073
chrX_par1	1519874	2.804168	14.555063
chrX_par1	1520130	2.226245	14.555781
chrX_par1	1522909	2.220079	14.561968
chrX_par1	1531648	2.119496	14.581369
chrX_par1	1531838	1.759640	14.581772
chrX_par1	1532337	1.240248	14.582650
chrX_par1	1533596	1.161230	14.584211
chrX_par1	1534320	1.123642	14.585052
chrX_par1	1537415	1.206213	14.588530
chrX_par1	1537881	1.243577	14.589092
chrX_par1	1538314	1.392085	14.589630
chrX_par1	1539703	1.060565	14.591564
chrX_par1	1539832	0.807006	14.591701
chrX_par1	1540786	0.676939	14.592471
chrX_par1	1541443	0.631217	14.592915
chrX_par1	1541524	0.587086	14.592966
chrX_par1	1544272	1.574297	14.594580
chrX_par1	1544839	1.535008	14.595472
chrX_par1	1546198	3.645891	14.597558
chrX_par1	1547636	3.645442	14.602801
chrX_par1	1550760	7.655791	14.614190
chrX_par1	1550779	10.944022	14.614335
chrX_par1	1550970	10.948852	14.616425
chrX_par1	1554997	10.943948	14.660516
chrX_par1	1560998	10.943175	14.726191
chrX_par1	1561691	10.941592	14.733775
chrX_par1	1563658	10.941592	14.755297
chrX_par1	1568112	10.941918	14.804031
chrX_par1	1574941	10.928885	14.878753
chrX_par1	1574997	10.886214	14.879365
chrX_par1	1575023	10.852335	14.879648
chrX_par1	1583443	10.897986	14.971025
chrX_par1	1583540	10.919701	14.972082
chrX_par1	1588946	5.639804	15.031114
chrX_par1	1590657	0.050277	15.040763
chrX_par1	1591207	0.030003	15.040791
chrX_par1	1594252	0.029995	15.040882
chrX_par1	1594702	0.030081	15.040896
chrX_par1	1597268	1.437270	15.040973
chrX_par1	1597749	1.735890	15.041664
chrX_par1	1598598	2.679235	15.043138
chrX_par1	1599835	1.891515	15.046452
chrX_par1	1603094	1.890274	15.052617
chrX_par1	1607771	1.787161	15.061458
chrX_par1	1608013	1.627509	15.061890
chrX_par1	1610876	4.611075	15.066550
chrX_par1	1611253	4.715496	15.068288
chrX_par1	1611772	6.523391	15.070735
chrX_par1	1612441	6.664369	15.075100
chrX_par1	1612690	6.666978	15.076759
chrX_par1	1613203	6.667919	15.080179
chrX_par1	1613590	5.540688	15.082760
chrX_par1	1614019	5.196338	15.085137
chrX_par1	1614248	5.179964	15.086327
chrX_par1	1615115	5.213073	15.090818
chrX_par1	1615387	5.226956	15.092236
chrX_par1	1615496	5.236331	15.092805
chrX_par1	1616646	6.157123	15.098827
chrX_par1	1623417	8.384532	15.140517
chrX_par1	1624307	8.804604	15.147979
chrX_par1	1624419	9.217008	15.148965
chrX_par1	1626057	9.303359	15.164063
chrX_par1	1626168	9.021713	15.165095
chrX_par1	1626244	8.683211	15.165781
chrX_par1	1626325	7.893579	15.166484
chrX_par1	1626941	7.894695	15.171347
chrX_par1	1630429	7.634042	15.198884
chrX_par1	1632939	4.885885	15.218045
chrX_par1	1634226	4.507690	15.224333
chrX_par1	1637450	1.620742	15.238866
chrX_par1	1639007	1.612934	15.241389
chrX_par1	1639459	1.586072	15.242118
chrX_par1	1640371	1.522248	15.243565
chrX_par1	1642257	1.485078	15.246436
chrX_par1	1642651	1.471009	15.247021
chrX_par1	1644252	1.446688	15.249376
chrX_par1	1644843	1.396384	15.250231
chrX_par1	1648783	1.272541	15.255733
chrX_par1	1656409	3.904317	15.265437
chrX_par1	1660094	3.689754	15.279825
chrX_par1	1660118	3.503775	15.279913
chrX_par1	1660295	3.501191	15.280533
chrX_par1	1664304	3.494337	15.294570
chrX_par1	1664497	3.482695	15.295244
chrX_par1	1664766	3.472673	15.296181
chrX_par1	1664813	3.438613	15.296344
chrX_par1	1666384	5.480701	15.301746
chrX_par1	1670153	5.511063	15.322403
chrX_par1	1670279	5.566266	15.323097
chrX_par1	1670285	5.598377	15.323131
