Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr14	20346321	8.934330	1.943014
chr14	20346346	8.942351	1.943237
chr14	20346572	8.733759	1.945258
chr14	20346949	8.737285	1.948551
chr14	20347051	8.764059	1.949442
chr14	20347202	8.762040	1.950765
chr14	20347211	8.762101	1.950844
chr14	20347304	8.759130	1.951659
chr14	20347564	25.636280	1.953936
chr14	20347781	25.636280	1.959500
chr14	20348472	25.634386	1.977214
chr14	20349033	25.634386	1.991595
chr14	20349168	25.634386	1.995056
chr14	20350109	25.233574	2.019178
chr14	20350572	7.708262	2.030861
chr14	20350710	1.240714	2.031925
chr14	20351990	1.084952	2.033513
chr14	20354176	1.055733	2.035884
chr14	20354707	1.054438	2.036445
chr14	20357070	0.851285	2.038937
chr14	20361945	1.004989	2.043087
chr14	20362091	1.030569	2.043233
chr14	20362820	1.100837	2.043985
chr14	20363170	1.189636	2.044370
chr14	20363689	1.314955	2.044987
chr14	20364548	1.682674	2.046117
chr14	20365400	1.890269	2.047551
chr14	20365853	1.945294	2.048407
chr14	20366315	1.893787	2.049306
chr14	20367192	1.891001	2.050966
chr14	20367367	1.822521	2.051297
chr14	20367498	1.761251	2.051536
chr14	20367520	1.754940	2.051575
chr14	20367611	1.736634	2.051735
chr14	20368378	1.691322	2.053067
chr14	20370166	2.551043	2.056091
chr14	20370744	2.425321	2.057565
chr14	20372048	2.550611	2.060728
chr14	20372715	2.713013	2.062429
chr14	20373019	2.731940	2.063254
chr14	20373034	2.653819	2.063295
chr14	20373086	2.454980	2.063433
chr14	20373433	2.413012	2.064285
chr14	20374645	2.131445	2.067209
chr14	20377726	2.149297	2.073776
chr14	20377949	2.167336	2.074255
chr14	20379520	2.199963	2.077660
chr14	20383239	12.623022	2.085842
chr14	20383409	12.656575	2.087988
chr14	20383582	15.559391	2.090178
chr14	20386397	13.723826	2.133977
chr14	20386493	11.658945	2.135295
chr14	20386538	1.535310	2.135819
chr14	20388082	1.536622	2.138190
chr14	20388404	1.524311	2.138685
chr14	20389721	1.616278	2.140692
chr14	20389874	1.745371	2.140939
chr14	20390425	1.738993	2.141901
chr14	20390511	1.731946	2.142051
chr14	20390908	2.242077	2.142738
chr14	20391582	2.239965	2.144249
chr14	20392190	2.570836	2.145611
chr14	20392386	2.610139	2.146115
chr14	20393574	2.891837	2.149216
chr14	20393919	3.124922	2.150214
chr14	20393988	3.382482	2.150429
chr14	20394344	3.335318	2.151634
chr14	20394690	2.950530	2.152788
chr14	20394768	2.515205	2.153018
chr14	20394880	2.393239	2.153299
chr14	20395376	1.748441	2.154486
chr14	20395697	2.867023	2.155048
chr14	20396665	3.055352	2.157823
chr14	20396684	3.220290	2.157881
chr14	20397367	3.297088	2.160081
chr14	20397609	3.221936	2.160878
chr14	20397969	3.193945	2.162038
chr14	20398088	3.227709	2.162418
chr14	20398326	2.087315	2.163187
chr14	20398369	0.843996	2.163276
chr14	20398979	0.781587	2.163791
chr14	20399469	0.782731	2.164174
chr14	20399840	0.788775	2.164465
chr14	20400370	0.838230	2.164883
chr14	20400580	0.867479	2.165059
chr14	20400943	1.257412	2.165374
chr14	20401000	1.948063	2.165445
chr14	20401656	2.290557	2.166723
chr14	20402092	2.844302	2.167722
chr14	20402096	2.844232	2.167733
chr14	20402192	2.921569	2.168006
chr14	20402293	2.913233	2.168301
chr14	20402798	0.901145	2.169772
chr14	20404091	0.851770	2.170938
chr14	20404238	0.851309	2.171063
chr14	20404736	0.458319	2.171487
chr14	20408634	1.127044	2.173273
chr14	20408708	1.287212	2.173357
chr14	20408911	2.030374	2.173618
chr14	20409258	2.049748	2.174323
chr14	20409499	1.988052	2.174817
chr14	20409779	1.560149	2.175373
chr14	20409844	1.013260	2.175475
chr14	20410850	1.003765	2.176494
chr14	20411689	1.001711	2.177336
chr14	20411717	1.000930	2.177364
chr14	20412459	1.040741	2.178107
chr14	20413039	1.051164	2.178711
chr14	20413320	1.055814	2.179006
chr14	20413801	1.058256	2.179514
chr14	20414120	1.059950	2.179851
chr14	20414138	1.060676	2.179870
chr14	20414884	1.064154	2.180662
chr14	20415046	1.082691	2.180834
chr14	20415638	1.997539	2.181475
chr14	20415759	2.113858	2.181717
chr14	20415780	2.189072	2.181761
chr14	20415921	2.191119	2.182070
chr14	20416126	2.188727	2.182519
chr14	20416150	2.185348	2.182571
chr14	20416499	2.249416	2.183334
chr14	20416575	2.333270	2.183505
chr14	20416590	2.481222	2.183540
chr14	20416640	2.480460	2.183664
chr14	20416823	6.958742	2.184118
chr14	20417394	10.324882	2.188092
chr14	20417488	16.459086	2.189062
chr14	20417527	31.787998	2.189704
chr14	20417541	31.787998	2.190149
chr14	20417553	31.787998	2.190530
chr14	20417563	31.787998	2.190848
chr14	20417588	31.781053	2.191643
chr14	20417675	22.622641	2.194408
chr14	20417796	22.622641	2.197145
chr14	20418101	22.623218	2.204045
chr14	20418489	22.611759	2.212823
chr14	20419241	19.950456	2.229827
chr14	20419259	1.466609	2.230186
chr14	20419697	1.673183	2.230829
chr14	20419842	1.800075	2.231071
chr14	20419869	2.194288	2.231120
chr14	20419930	2.732257	2.231254
chr14	20420151	1.903010	2.231857
chr14	20420264	1.737722	2.232073
chr14	20420338	1.597126	2.232201
chr14	20420387	1.261157	2.232279
chr14	20420430	0.951771	2.232334
chr14	20420571	0.865992	2.232468
chr14	20420685	0.744184	2.232567
chr14	20420918	2.216432	2.232740
chr14	20421368	0.659066	2.233737
chr14	20421389	0.662153	2.233751
chr14	20421596	0.650044	2.233888
chr14	20421694	0.646043	2.233952
chr14	20421915	0.605689	2.234095
chr14	20421935	0.559322	2.234107
chr14	20421980	0.489914	2.234132
chr14	20422254	0.459515	2.234266
chr14	20422583	0.459732	2.234417
chr14	20422601	0.430744	2.234426
chr14	20422811	0.170413	2.234516
chr14	20423865	0.665276	2.234696
chr14	20423950	2.640791	2.234752
chr14	20424184	2.624651	2.235370
chr14	20424306	0.589926	2.235690
chr14	20424926	0.359481	2.236056
chr14	20425051	0.629708	2.236101
chr14	20425171	0.598258	2.236177
chr14	20425785	0.305835	2.236544
chr14	20425911	0.004066	2.236583
chr14	20426420	0.004066	2.236585
chr14	20426704	0.004008	2.236586
chr14	20426742	0.003977	2.236586
chr14	20430392	0.003977	2.236600
chr14	20432548	0.003977	2.236609
chr14	20432664	0.003983	2.236610
chr14	20432801	0.003985	2.236610
chr14	20432988	0.003985	2.236611
chr14	20433044	0.003997	2.236611
chr14	20433957	0.003997	2.236615
chr14	20434409	0.003997	2.236616
chr14	20434688	0.008679	2.236618
chr14	20434842	8.427097	2.236619
chr14	20437889	12.238197	2.262296
chr14	20437901	13.323164	2.262443
chr14	20438012	15.809897	2.263922
chr14	20438262	16.187322	2.267874
chr14	20438645	10.667318	2.274074
chr14	20440873	0.782657	2.297841
chr14	20441301	0.870626	2.298176
chr14	20443943	0.835708	2.300476
chr14	20444012	0.841572	2.300534
chr14	20444026	0.853304	2.300546
chr14	20444441	0.812322	2.300900
chr14	20444588	0.760804	2.301019
chr14	20444607	0.712943	2.301034
chr14	20445091	0.704875	2.301379
chr14	20445370	0.459559	2.301575
chr14	20445558	0.365782	2.301662
chr14	20445618	0.288199	2.301684
chr14	20445768	0.254863	2.301727
chr14	20445905	0.234703	2.301762
chr14	20446509	0.226953	2.301904
chr14	20449120	0.230804	2.302496
chr14	20450883	0.230804	2.302903
chr14	20452328	0.305443	2.303237
chr14	20452402	0.385118	2.303259
chr14	20452460	0.459556	2.303282
chr14	20452611	0.482645	2.303351
chr14	20453004	0.475704	2.303541
chr14	20455307	0.248824	2.304636
chr14	20456434	0.115931	2.304917
chr14	20458770	0.083554	2.305187
chr14	20466824	0.482662	2.305860
chr14	20467114	0.482646	2.306000
chr14	20467330	0.482627	2.306105
chr14	20469917	0.483496	2.307353
chr14	20470399	19.898771	2.307586
chr14	20475143	19.875886	2.401986
chr14	20478538	18.730582	2.469465
chr14	20478763	2.224518	2.473679
chr14	20479990	0.421788	2.476408
chr14	20480054	0.171897	2.476435
chr14	20480547	0.172322	2.476520
chr14	20480750	0.173518	2.476555
chr14	20481345	0.173461	2.476658
chr14	20481436	0.173280	2.476674
chr14	20482471	0.169360	2.476854
chr14	20482998	0.161581	2.476943
chr14	20483627	0.153843	2.477044
chr14	20483644	0.147918	2.477047
chr14	20483873	0.145800	2.477081
chr14	20484042	0.145832	2.477106
chr14	20484229	0.145670	2.477133
chr14	20484425	0.145558	2.477161
chr14	20484740	0.862271	2.477207
chr14	20484786	2.002480	2.477247
chr14	20485017	2.190468	2.477709
chr14	20485164	5.872894	2.478031
chr14	20485634	6.059876	2.480792
chr14	20485878	8.032848	2.482270
chr14	20485905	8.788305	2.482487
chr14	20486115	7.662538	2.484333
chr14	20486170	1.605234	2.484754
chr14	20486355	0.877750	2.485051
chr14	20486424	0.613908	2.485112
chr14	20486579	0.578232	2.485207
chr14	20486600	0.554075	2.485219
chr14	20486724	0.553105	2.485288
chr14	20486741	0.551857	2.485297
chr14	20487107	0.553790	2.485499
chr14	20487339	0.557392	2.485628
chr14	20487364	0.559205	2.485642
chr14	20487504	0.563436	2.485720
chr14	20487553	0.566693	2.485747
chr14	20487688	0.569779	2.485824
chr14	20488148	0.570763	2.486086
chr14	20488191	0.571315	2.486111
chr14	20488658	0.572580	2.486377
chr14	20489363	0.940025	2.486781
chr14	20489393	1.380198	2.486809
chr14	20489478	1.380978	2.486927
chr14	20489549	1.381333	2.487025
chr14	20489558	1.381816	2.487037
chr14	20490132	0.993670	2.487830
chr14	20490138	0.643894	2.487836
chr14	20490612	0.643884	2.488141
chr14	20491115	0.643881	2.488465
chr14	20491352	0.643854	2.488618
chr14	20492492	0.552753	2.489352
chr14	20492720	0.358333	2.489478
chr14	20494749	0.358363	2.490205
chr14	20494807	0.338231	2.490226
chr14	20495913	0.348989	2.490600
chr14	20496729	0.349129	2.490885
chr14	20496825	0.356761	2.490918
chr14	20496983	0.369498	2.490974
chr14	20497580	0.426675	2.491195
chr14	20497631	0.497834	2.491217
chr14	20497718	0.579776	2.491260
chr14	20497737	0.671160	2.491271
chr14	20498610	0.671147	2.491857
chr14	20498839	0.931340	2.492011
chr14	20499679	0.888454	2.492793
chr14	20501312	0.888383	2.494244
chr14	20501368	0.890608	2.494294
chr14	20501962	1.303842	2.494823
chr14	20502044	2.129946	2.494930
chr14	20502120	2.792952	2.495091
chr14	20502921	1.055607	2.497329
chr14	20503541	0.576211	2.497983
chr14	20503568	0.077562	2.497999
chr14	20504186	0.073704	2.498047
chr14	20504276	0.070300	2.498053
chr14	20504435	0.067943	2.498064
chr14	20505191	0.067770	2.498116
chr14	20510919	0.068770	2.498504
chr14	20511107	0.070358	2.498517
chr14	20511673	2.104676	2.498557
chr14	20512610	1.424918	2.500529
chr14	20512771	2.445215	2.500758
chr14	20512772	2.225146	2.500761
chr14	20512898	0.625218	2.501041
chr14	20513133	0.315318	2.501188
chr14	20513356	0.030854	2.501258
chr14	20514321	0.022926	2.501288
chr14	20514384	0.018751	2.501289
chr14	20514663	0.018589	2.501295
chr14	20514705	0.018489	2.501295
chr14	20515023	1.102970	2.501301
chr14	20515032	2.030756	2.501311
chr14	20515294	0.134705	2.501843
chr14	20515383	0.024170	2.501855
chr14	20515436	0.011095	2.501857
chr14	20515598	0.010796	2.501858
chr14	20515652	0.010654	2.501859
chr14	20515763	0.010654	2.501860
chr14	20516355	0.010649	2.501866
chr14	20517065	0.010649	2.501874
chr14	20517354	0.010660	2.501877
chr14	20517369	0.010711	2.501877
chr14	20517501	0.010817	2.501879
chr14	20517648	0.037591	2.501880
chr14	20517670	0.213229	2.501881
chr14	20517688	0.715688	2.501885
chr14	20517721	1.747286	2.501909
chr14	20517987	4.646450	2.502373
chr14	20518391	4.362010	2.504251
chr14	20518565	3.839637	2.505010
chr14	20518581	2.031275	2.505071
chr14	20518618	1.274008	2.505146
chr14	20518931	0.146918	2.505545
chr14	20519634	0.157974	2.505648
chr14	20520198	0.505212	2.505737
chr14	20520386	0.643096	2.505832
chr14	20520955	0.623520	2.506198
chr14	20521060	0.607839	2.506264
chr14	20522569	0.758605	2.507181
chr14	20522721	0.887430	2.507296
chr14	20522999	0.963504	2.507543
chr14	20524255	0.823129	2.508753
chr14	20525016	0.753836	2.509379
chr14	20525415	0.752942	2.509680
chr14	20525833	0.319591	2.509995
chr14	20526831	0.164417	2.510314
chr14	20527104	0.086227	2.510359
chr14	20527290	0.056718	2.510375
chr14	20527935	0.057986	2.510411
chr14	20528207	1.904786	2.510427
chr14	20528308	1.964722	2.510620
chr14	20528321	2.007918	2.510645
chr14	20528359	2.074005	2.510721
chr14	20528362	1.929353	2.510728
chr14	20528481	2.026751	2.510957
chr14	20528505	0.923171	2.511006
chr14	20528528	0.565168	2.511027
chr14	20529019	0.496668	2.511305
chr14	20529043	0.448013	2.511317
chr14	20529177	0.420541	2.511377
chr14	20529449	0.420547	2.511491
chr14	20529515	0.407281	2.511519
chr14	20529652	0.389320	2.511574
chr14	20529812	0.389320	2.511637
chr14	20529865	0.360771	2.511657
chr14	20532303	0.358118	2.512537
chr14	20533972	2.005689	2.513135
chr14	20534033	2.680191	2.513257
chr14	20534066	5.770841	2.513345
chr14	20534313	3.453113	2.514771
chr14	20534379	3.408799	2.514999
chr14	20534909	1.020381	2.516805
chr14	20536377	0.606641	2.518303
chr14	20538145	0.348999	2.519376
chr14	20538394	0.554476	2.519463
chr14	20539108	3.804514	2.519859
chr14	20539305	0.819611	2.520608
chr14	20542741	5.942697	2.523424
chr14	20549093	17.558866	2.561172
chr14	20550347	0.215177	2.583191
chr14	20559234	0.215508	2.585103
chr14	20559282	0.216074	2.585114
chr14	20562080	4.448127	2.585718
chr14	20562401	4.882971	2.587146
chr14	20563840	0.439566	2.594173
chr14	20567085	0.443445	2.595599
chr14	20568700	0.443016	2.596315
chr14	20570809	0.418071	2.597250
chr14	20571275	0.418350	2.597445
chr14	20571795	0.405731	2.597662
chr14	20572156	0.397814	2.597809
chr14	20572684	0.398032	2.598019
chr14	20578170	2.836072	2.600202
chr14	20578244	4.068361	2.600412
chr14	20579914	2.166934	2.607206
chr14	20579916	2.178991	2.607211
chr14	20580112	0.290038	2.607638
chr14	20580570	0.264784	2.607770
chr14	20582608	0.305998	2.608310
chr14	20582710	0.344692	2.608341
chr14	20583254	0.456169	2.608529
chr14	20584114	0.692181	2.608921
chr14	20584199	0.755914	2.608980
chr14	20584582	0.512938	2.609269
chr14	20585203	1.013882	2.609588
chr14	20586042	0.211635	2.610439
chr14	20586432	0.078977	2.610521
chr14	20586519	0.074660	2.610528
chr14	20588444	0.074660	2.610672
chr14	20588893	0.067127	2.610705
chr14	20589264	0.061729	2.610730
chr14	20590454	0.722241	2.610804
chr14	20591214	0.501386	2.611353
chr14	20591724	0.078069	2.611608
chr14	20592038	0.041761	2.611633
chr14	20594374	0.041789	2.611730
chr14	20594389	0.041821	2.611731
chr14	20594649	0.041736	2.611742
chr14	20595252	0.041779	2.611767
chr14	20595901	0.041793	2.611794
chr14	20599515	0.062587	2.611945
chr14	20599640	0.086758	2.611953
chr14	20599889	0.101249	2.611975
chr14	20600017	0.136145	2.611988
chr14	20600154	0.175966	2.612006
chr14	20601049	0.448996	2.612164
chr14	20601713	0.243029	2.612462
chr14	20602228	0.924717	2.612587
chr14	20602661	0.916316	2.612987
chr14	20603182	0.459312	2.613465
chr14	20603359	0.271716	2.613546
chr14	20603899	0.185630	2.613693
chr14	20604377	0.120041	2.613782
chr14	20605595	0.108697	2.613928
chr14	20606091	0.172887	2.613982
chr14	20606144	0.226716	2.613991
chr14	20606164	0.279721	2.613995
chr14	20608288	0.171484	2.614590
chr14	20608329	0.081885	2.614597
chr14	20611690	0.081881	2.614872
chr14	20611785	0.082879	2.614880
chr14	20612290	0.090872	2.614921
chr14	20612465	0.103576	2.614937
chr14	20612595	0.120192	2.614951
chr14	20612605	0.133229	2.614952
chr14	20612672	0.149101	2.614961
chr14	20612763	0.164653	2.614974
chr14	20612935	0.182851	2.615003
chr14	20613119	0.209235	2.615036
chr14	20613480	0.245361	2.615112
chr14	20613898	0.267041	2.615215
chr14	20614124	0.574190	2.615275
chr14	20615151	0.574769	2.615865
chr14	20615688	0.575070	2.616173
chr14	20615745	0.575665	2.616206
chr14	20616389	0.578836	2.616577
chr14	20616931	0.580378	2.616890
chr14	20616948	0.589724	2.616900
chr14	20617337	0.590789	2.617130
chr14	20617538	0.590671	2.617248
chr14	20617574	0.580767	2.617270
chr14	20617652	0.564141	2.617315
chr14	20617678	0.564618	2.617330
chr14	20617871	0.500050	2.617439
chr14	20618025	0.369762	2.617516
chr14	20618768	0.319862	2.617790
chr14	20618830	0.320369	2.617810
chr14	20619072	0.305793	2.617888
chr14	20619555	0.309462	2.618035
chr14	20622221	2.296838	2.618860
chr14	20622987	0.158437	2.620620
chr14	20625084	0.148724	2.620952
chr14	20626203	0.147764	2.621119
chr14	20626291	0.146982	2.621132
chr14	20628684	0.148978	2.621483
chr14	20631384	0.148800	2.621885
chr14	20632463	0.122064	2.622046
chr14	20633541	0.134641	2.622178
chr14	20635226	0.165141	2.622405
chr14	20635506	0.205694	2.622451
chr14	20635795	0.231157	2.622510
chr14	20639015	0.216570	2.623255
chr14	20639210	0.206662	2.623297
chr14	20640025	0.235112	2.623465
chr14	20640192	0.788233	2.623504
chr14	20640199	1.370917	2.623510
chr14	20640534	0.057585	2.623969
chr14	20641690	0.052491	2.624036
chr14	20641707	0.046978	2.624037
chr14	20644322	0.047086	2.624160
chr14	20644436	0.047813	2.624165
chr14	20644473	0.048051	2.624167
chr14	20644642	0.108653	2.624175
chr14	20644690	0.285849	2.624180
chr14	20644775	7.672642	2.624204
chr14	20645608	6.417833	2.630596
chr14	20645916	3.345800	2.632572
chr14	20646485	2.409784	2.634476
chr14	20646940	1.339313	2.635573
chr14	20647920	1.338968	2.636885
chr14	20647955	1.334161	2.636932
chr14	20649076	1.382715	2.638427
chr14	20649166	1.447904	2.638552
chr14	20649375	1.871852	2.638855
chr14	20651027	3.055439	2.641947
chr14	20651157	3.711064	2.642344
chr14	20651901	3.642566	2.645105
chr14	20652144	2.230560	2.645990
chr14	20652474	1.990562	2.646726
chr14	20652522	1.896539	2.646822
chr14	20652555	1.862241	2.646884
chr14	20652668	1.861162	2.647095
chr14	20652757	1.862999	2.647261
chr14	20652849	1.869107	2.647432
chr14	20653006	5.246233	2.647725
chr14	20653223	5.338114	2.648864
chr14	20653246	5.406851	2.648987
chr14	20653282	5.498157	2.649181
chr14	20653540	5.834976	2.650600
chr14	20653921	5.482743	2.652823
chr14	20654320	2.082037	2.655010
chr14	20654335	1.630991	2.655042
chr14	20654347	0.526845	2.655061
chr14	20654828	0.623064	2.655315
chr14	20654962	1.539455	2.655398
chr14	20655407	1.005281	2.656083
chr14	20655438	0.689704	2.656114
chr14	20655466	0.500777	2.656134
chr14	20655710	0.494824	2.656256
chr14	20656094	0.508850	2.656446
chr14	20656173	0.508848	2.656486
chr14	20656239	0.599840	2.656520
chr14	20656645	0.505240	2.656763
chr14	20656765	0.489703	2.656824
chr14	20656814	0.482198	2.656848
chr14	20658375	0.562523	2.657601
chr14	20658847	0.639061	2.657866
chr14	20659073	0.811264	2.658011
chr14	20659151	1.206588	2.658074
chr14	20659253	2.560429	2.658197
chr14	20660360	2.571673	2.661031
chr14	20660992	2.695491	2.662657
chr14	20661105	2.883911	2.662961
chr14	20661292	2.892232	2.663500
chr14	20661943	2.953431	2.665383
chr14	20662152	3.032753	2.666001
chr14	20662371	3.066782	2.666665
chr14	20663034	3.062018	2.668698
chr14	20663078	2.992415	2.668833
chr14	20665301	4.612243	2.675485
chr14	20665362	9.103769	2.675766
chr14	20665840	9.081904	2.680118
chr14	20666556	8.962177	2.686620
chr14	20667084	8.709347	2.691352
chr14	20667820	10.088677	2.697763
chr14	20668817	10.110301	2.707821
chr14	20669142	10.188567	2.711107
chr14	20669240	10.327017	2.712105
chr14	20669845	22.622734	2.718353
chr14	20672016	3.414568	2.767467
chr14	20672229	1.961643	2.768194
chr14	20672490	1.624113	2.768706
chr14	20672509	1.324300	2.768737
chr14	20673985	1.047911	2.770692
chr14	20675194	0.887930	2.771959
chr14	20676314	0.802302	2.772953
chr14	20677257	0.803741	2.773710
chr14	20677591	0.824469	2.773978
chr14	20677723	0.835418	2.774087
chr14	20677814	0.847394	2.774163
chr14	20683044	0.847547	2.778595
chr14	20684277	0.847567	2.779640
chr14	20684890	4.657349	2.780160
chr14	20687978	2.979673	2.794542
chr14	20690168	2.980372	2.801067
chr14	20690569	3.941226	2.802262
chr14	20690599	5.889959	2.802380
chr14	20690762	3.310308	2.803340
chr14	20690831	2.991864	2.803569
chr14	20690984	2.940520	2.804027
chr14	20691156	2.844830	2.804532
chr14	20691329	2.795668	2.805025
chr14	20691525	2.787777	2.805573
chr14	20691610	1.704266	2.805809
chr14	20691662	1.102818	2.805898
chr14	20691718	0.838451	2.805960
chr14	20691888	0.536788	2.806102
chr14	20691962	0.478069	2.806142
chr14	20692188	0.466117	2.806250
chr14	20692305	0.460072	2.806305
chr14	20692453	0.456805	2.806373
chr14	20692574	0.457934	2.806428
chr14	20692999	0.507147	2.806623
chr14	20693974	7.426800	2.807117
chr14	20693986	13.132013	2.807206
chr14	20694079	13.174541	2.808428
chr14	20694226	1.364765	2.810364
chr14	20694272	1.338864	2.810427
chr14	20694396	0.415409	2.810593
chr14	20694500	0.381462	2.810636
chr14	20694602	0.379358	2.810675
chr14	20694799	0.375803	2.810750
chr14	20694850	0.372348	2.810769
chr14	20694968	0.380691	2.810813
chr14	20695087	0.395762	2.810858
chr14	20695472	0.397702	2.811011
chr14	20695501	0.522602	2.811022
chr14	20695878	0.586503	2.811219
chr14	20698068	0.385919	2.812504
chr14	20698239	0.243014	2.812570
chr14	20698298	0.122325	2.812584
chr14	20698504	0.047676	2.812609
chr14	20707100	0.121925	2.813019
chr14	20708308	0.828187	2.813166
chr14	20708491	0.860916	2.813318
chr14	20709015	1.133009	2.813769
chr14	20709118	1.307414	2.813886
chr14	20709437	25.226282	2.814303
chr14	20709569	52.866399	2.817633
chr14	20709688	52.978429	2.823924
chr14	20710083	52.985577	2.844850
chr14	20711811	52.744415	2.936409
chr14	20711852	50.906420	2.938572
chr14	20712322	0.657841	2.962498
chr14	20713121	0.624743	2.963023
