Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr15	20853675	13.871550	3.952493
chr15	20855389	13.871550	3.976269
chr15	20855970	11.078400	3.984328
chr15	20856021	8.790102	3.984893
chr15	20856140	8.790102	3.985939
chr15	20858324	8.790102	4.005137
chr15	20858554	8.790102	4.007159
chr15	20859667	8.580879	4.016942
chr15	20860281	8.580879	4.022211
chr15	20860301	8.492363	4.022382
chr15	20860332	8.428861	4.022646
chr15	20866374	8.428861	4.073573
chr15	20867793	8.428942	4.085533
chr15	20869037	8.429015	4.096019
chr15	20869624	8.429140	4.100967
chr15	20871836	8.429511	4.119612
chr15	20873304	8.429737	4.131987
chr15	20875792	8.430876	4.152960
chr15	20879638	8.433964	4.185385
chr15	20886002	8.433966	4.239059
chr15	20886818	8.437980	4.245941
chr15	20889191	8.442389	4.265964
chr15	20893803	8.820010	4.304900
chr15	20893840	10.745436	4.305227
chr15	20935088	18.367863	4.748455
chr15	20935559	18.367863	4.757106
chr15	20935738	18.355374	4.760394
chr15	20941621	18.280809	4.868378
chr15	20942052	18.366034	4.876257
chr15	20942441	18.762781	4.883402
chr15	20943691	18.367031	4.906855
chr15	20944082	18.367031	4.914037
chr15	20944120	18.355366	4.914735
chr15	20945554	18.163281	4.941056
chr15	20947078	18.368175	4.968737
chr15	20947201	18.396767	4.970996
chr15	20948395	18.582750	4.992962
chr15	20948405	18.617368	4.993148
chr15	20949439	18.573350	5.012398
chr15	20949489	18.487490	5.013327
chr15	20957232	18.475559	5.156476
chr15	20957247	18.475559	5.156753
chr15	20958008	18.937222	5.170813
chr15	20968760	21.234263	5.374426
chr15	20984254	21.727515	5.703429
chr15	20994565	21.704958	5.927462
chr15	20997208	21.770706	5.984828
chr15	21005843	21.581999	6.172818
chr15	21008721	21.733027	6.234931
chr15	21008873	21.733027	6.238234
chr15	21011147	21.731744	6.287655
chr15	21012075	19.546094	6.307822
chr15	21012524	18.181666	6.316599
chr15	21012818	17.482239	6.321944
chr15	21012906	8.142055	6.323482
chr15	21013155	8.109487	6.325510
chr15	21015146	8.186689	6.341656
chr15	21015971	8.112926	6.348410
chr15	21018494	8.126076	6.368879
chr15	21025688	8.046940	6.427338
chr15	21028922	11.249808	6.453362
chr15	21042575	8.388098	6.606955
chr15	21044637	8.838432	6.624251
chr15	21046940	8.882781	6.644606
chr15	21047513	8.836517	6.649696
chr15	21047525	8.837061	6.649802
chr15	21047986	9.044430	6.653876
chr15	21049268	9.034227	6.665471
chr15	21053229	9.035646	6.701256
chr15	21053427	9.042385	6.703045
chr15	21055641	9.041703	6.723065
chr15	21056434	8.858106	6.730235
chr15	21057975	8.507217	6.743885
chr15	21060392	8.050947	6.764447
chr15	21060774	7.991399	6.767522
chr15	21062213	6.843494	6.779022
chr15	21072035	0.908888	6.846239
chr15	21077973	0.924952	6.851636
chr15	21079428	0.922694	6.852982
chr15	21084659	1.057431	6.857808
chr15	21088690	1.134805	6.862071
chr15	21088704	2.134968	6.862087
chr15	21089591	2.680743	6.863980
chr15	21090481	3.572344	6.866366
chr15	21090695	3.814507	6.867131
chr15	21090996	3.780573	6.868279
chr15	21091493	3.803070	6.870158
chr15	21092171	3.893454	6.872736
chr15	21093314	8.866908	6.877186
chr15	21093444	8.904097	6.878339
chr15	21093959	13.141819	6.882925
chr15	21094249	13.561812	6.886736
chr15	21094296	13.992918	6.887373
chr15	21094332	14.376375	6.887877
chr15	21094539	14.491026	6.890853
chr15	21094635	14.471225	6.892244
chr15	21094758	14.407517	6.894024
chr15	21094802	14.305540	6.894658
chr15	21095175	14.226415	6.899994
chr15	21095692	14.225952	6.907349
chr15	21095960	14.225952	6.911162
chr15	21096127	14.194130	6.913537
chr15	21096276	14.163531	6.915652
chr15	21096298	14.163531	6.915964
chr15	21096375	14.161498	6.917054
chr15	21096680	13.863648	6.921374
chr15	21097173	12.149951	6.928208
chr15	21099031	12.108048	6.950783
chr15	21099238	11.871325	6.953289
chr15	21099844	9.970572	6.960483
chr15	21100224	10.475687	6.964272
chr15	21100729	10.166894	6.969562
chr15	21100824	8.739085	6.970528
chr15	21101207	8.480865	6.973875
chr15	21101578	8.394734	6.977022
chr15	21101744	8.382844	6.978415
chr15	21101950	8.304222	6.980142
chr15	21102101	8.275558	6.981396
chr15	21102118	8.225051	6.981537
chr15	21103578	8.270547	6.993545
chr15	21103631	8.325814	6.993984
chr15	21103939	8.350097	6.996548
chr15	21104255	8.370925	6.999187
chr15	21104519	8.366868	7.001397
chr15	21104524	8.357180	7.001438
chr15	21105414	8.366110	7.008876
chr15	21105671	8.308125	7.011026
chr15	21105848	2.832157	7.012497
chr15	21105997	2.727951	7.012919
chr15	21106576	2.436091	7.014498
chr15	21106844	0.448457	7.015151
chr15	21111162	0.441125	7.017088
chr15	21113870	0.441459	7.018282
chr15	21114779	0.443280	7.018684
chr15	21114791	2.108627	7.018689
chr15	21115056	4.404574	7.019248
chr15	21116468	4.404284	7.025467
chr15	21118557	4.421380	7.034667
chr15	21118698	4.425494	7.035291
chr15	21118754	4.436139	7.035539
chr15	21118783	4.436139	7.035667
chr15	21119051	4.471921	7.036856
chr15	21120473	4.527944	7.043215
chr15	21120924	4.752117	7.045257
chr15	21122672	5.201144	7.053564
chr15	21124743	5.226380	7.064336
chr15	21125139	5.611066	7.066405
chr15	21127338	5.598546	7.078744
chr15	21130927	5.593017	7.098837
chr15	21131746	5.598314	7.103418
chr15	21131976	5.890306	7.104706
chr15	21132169	9.951226	7.105842
chr15	21132200	9.951226	7.106151
chr15	21132611	9.983599	7.110241
chr15	21132886	9.983599	7.112986
chr15	21133655	9.969380	7.120664
chr15	21133724	9.916286	7.121352
chr15	21133748	9.915242	7.121590
chr15	21133803	9.915242	7.122135
chr15	21134398	4.599617	7.128034
chr15	21137651	4.599617	7.142997
chr15	21138490	4.599810	7.146856
chr15	21139286	4.599790	7.150518
chr15	21142970	4.616153	7.167463
chr15	21147565	4.616153	7.188674
chr15	21148247	4.814521	7.191823
chr15	21149368	5.049398	7.197220
chr15	21149774	5.081274	7.199270
chr15	21150680	5.077313	7.203873
chr15	21150893	5.077313	7.204955
chr15	21151150	5.077313	7.206260
chr15	21151153	5.077969	7.206275
chr15	21151217	5.078872	7.206600
chr15	21152653	5.087467	7.213893
chr15	21153530	5.084966	7.218355
chr15	21155465	5.084966	7.228194
chr15	21155771	5.311146	7.229750
chr15	21155916	5.311146	7.230520
chr15	21156069	5.548977	7.231333
chr15	21156134	5.682172	7.231694
chr15	21156210	0.000000	7.232126
chr15	21156757	0.000000	7.232126
chr15	21156865	0.000000	7.232126
chr15	21157510	0.000000	7.232126
chr15	21157664	0.000000	7.232126
chr15	21157793	0.000000	7.232126
chr15	21157836	0.000000	7.232126
chr15	21158140	0.000000	7.232126
chr15	21159018	0.000000	7.232126
chr15	21159138	0.000000	7.232126
chr15	21159229	0.000000	7.232126
chr15	21159452	0.000000	7.232126
chr15	21159538	0.000000	7.232126
chr15	21159666	0.000000	7.232126
chr15	21160119	0.000000	7.232126
chr15	21160150	0.000000	7.232126
chr15	21160198	0.000000	7.232126
chr15	21160207	0.000000	7.232126
chr15	21160269	0.000000	7.232126
chr15	21160566	0.000000	7.232126
chr15	21160700	0.000000	7.232126
chr15	21161340	0.000000	7.232126
chr15	21161886	0.000000	7.232126
chr15	21161996	0.000000	7.232126
chr15	21162117	0.000000	7.232126
chr15	21162132	0.000000	7.232126
chr15	21162752	0.000000	7.232126
chr15	21163062	0.000000	7.232126
chr15	21163181	0.000000	7.232126
chr15	21163304	0.000000	7.232126
chr15	21163475	0.000000	7.232126
chr15	21164366	0.000000	7.232126
chr15	21165238	0.000000	7.232126
chr15	21165320	0.000000	7.232126
chr15	21165698	0.000000	7.232126
chr15	21165737	0.000000	7.232126
chr15	21165983	0.000000	7.232126
chr15	21166028	0.000000	7.232126
chr15	21166619	0.000000	7.232126
chr15	21167380	0.000000	7.232126
chr15	21168093	0.000000	7.232126
chr15	21168165	0.000000	7.232126
chr15	21168393	0.000000	7.232126
chr15	21194041	0.000000	7.232126
chr15	21194112	0.000000	7.232126
chr15	21200251	0.000000	7.232126
chr15	21200316	0.000000	7.232126
chr15	21200436	0.000000	7.232126
chr15	21200585	0.000000	7.232126
chr15	21200811	0.000000	7.232126
chr15	21200949	0.000000	7.232126
chr15	21902403	0.000000	7.232126
chr15	21902583	0.000000	7.232126
chr15	21903857	0.000000	7.232126
chr15	21904061	0.000000	7.232126
chr15	21905819	0.000000	7.232126
chr15	21906984	0.000000	7.232126
chr15	21907447	0.000000	7.232126
chr15	21907806	0.000000	7.232126
chr15	21908818	0.000000	7.232126
chr15	21909391	0.000000	7.232126
chr15	21910084	0.000000	7.232126
chr15	21911073	0.000000	7.232126
chr15	21911450	0.000000	7.232126
chr15	21911653	0.000000	7.232126
chr15	21911920	0.000000	7.232126
chr15	21912815	0.000000	7.232126
chr15	21912995	0.000000	7.232126
chr15	21913346	0.000000	7.232126
chr15	21913683	0.000000	7.232126
chr15	21915024	0.000000	7.232126
chr15	21915172	0.000000	7.232126
chr15	21915540	0.000000	7.232126
chr15	21916609	0.000000	7.232126
chr15	21917727	0.000000	7.232126
chr15	21917755	0.000000	7.232126
chr15	21919010	0.000000	7.232126
chr15	21921444	0.000000	7.232126
chr15	21921516	0.000000	7.232126
chr15	21922038	0.000000	7.232126
chr15	21922340	0.000000	7.232126
chr15	21923827	0.000000	7.232126
chr15	21924489	0.000000	7.232126
chr15	21924962	0.000000	7.232126
chr15	21926657	0.000000	7.232126
chr15	21928325	0.000000	7.232126
chr15	21928429	0.000000	7.232126
chr15	21929069	0.000000	7.232126
chr15	21929642	0.000000	7.232126
chr15	21929651	0.000000	7.232126
chr15	21929873	0.000000	7.232126
chr15	21929986	0.000000	7.232126
chr15	21930458	0.000000	7.232126
chr15	21933338	0.000000	7.232126
chr15	21934350	0.000000	7.232126
chr15	21934614	0.000000	7.232126
chr15	21935439	0.000000	7.232126
chr15	21936296	0.000000	7.232126
chr15	21936786	0.000000	7.232126
chr15	21936861	0.000000	7.232126
chr15	21937313	0.000000	7.232126
chr15	21937419	18.381880	7.232126
chr15	21937592	18.381032	7.235306
chr15	21938006	18.381032	7.242915
chr15	21938182	18.379839	7.246150
chr15	21939744	18.378432	7.274860
chr15	21939917	18.376119	7.278039
chr15	21940156	18.374090	7.282431
chr15	21940185	18.374090	7.282964
chr15	21940217	18.371223	7.283552
chr15	21940227	18.367863	7.283736
chr15	21941219	18.367863	7.301957
chr15	21941270	17.555203	7.302893
chr15	22041650	11.151362	9.065085
chr15	22042036	11.388753	9.069389
chr15	22042331	11.324265	9.072749
chr15	22042644	6.661336	9.076293
chr15	22115025	10.295370	9.558447
chr15	22287131	4.700549	11.330342
chr15	22296985	4.484686	11.376662
chr15	22297158	4.228587	11.377437
chr15	22297220	3.972418	11.377700
chr15	22297279	4.054147	11.377934
chr15	22298310	4.014654	11.382114
chr15	22298333	3.957040	11.382206
chr15	22299434	4.004541	11.386563
chr15	22299635	4.039796	11.387368
chr15	22300191	3.992362	11.389614
chr15	22300290	3.962430	11.390009
chr15	22300580	3.940475	11.391158
chr15	22300588	3.910821	11.391190
chr15	22302097	3.914120	11.397091
chr15	22302358	3.924923	11.398113
chr15	22303634	4.084236	11.403121
chr15	22304413	4.121629	11.406303
chr15	22304644	4.176426	11.407255
chr15	22304842	4.263429	11.408082
chr15	22305055	4.394911	11.408990
chr15	22305094	4.489646	11.409161
chr15	22305173	4.488965	11.409516
chr15	22305773	4.491542	11.412209
chr15	22306152	4.497362	11.413912
chr15	22306403	4.501068	11.415040
chr15	22306775	4.504443	11.416715
chr15	22306971	4.491763	11.417598
chr15	22307996	4.352961	11.422202
chr15	22309176	0.950940	11.427338
chr15	22309486	0.865016	11.427633
chr15	22309726	0.442237	11.427841
chr15	22315181	3.855378	11.430253
chr15	22315389	3.868926	11.431055
chr15	22315545	4.062679	11.431658
chr15	22315650	3.468673	11.432085
chr15	22315744	1.347827	11.432411
chr15	22318557	3.588467	11.436203
chr15	22318963	7.613060	11.437659
chr15	22319253	12.211162	11.439867
chr15	22319389	12.594077	11.441528
chr15	22319483	12.634450	11.442712
chr15	22319565	12.644649	11.443748
chr15	22319781	12.652229	11.446479
chr15	22319825	12.651607	11.447036
chr15	22320057	12.220698	11.449971
chr15	22320308	12.222543	11.453038
chr15	22320361	12.222543	11.453686
chr15	22320432	12.137100	11.454554
chr15	22320466	10.878926	11.454967
chr15	22320531	2.007155	11.455674
chr15	22320818	1.079660	11.456250
chr15	22321040	1.070833	11.456489
chr15	22321114	0.903683	11.456569
chr15	22324987	0.932063	11.460069
chr15	22325917	1.086846	11.460935
chr15	22327771	2.402054	11.462950
chr15	22327796	2.426433	11.463011
chr15	22328668	2.483767	11.465126
chr15	22328685	2.640800	11.465169
chr15	22329445	2.637076	11.467176
chr15	22329789	3.700831	11.468083
chr15	22330193	4.058909	11.469578
chr15	22330231	4.422785	11.469732
chr15	22330409	4.367286	11.470519
chr15	22330446	4.281374	11.470681
chr15	22330871	4.280314	11.472501
chr15	22331179	4.270536	11.473819
chr15	22331565	4.138808	11.475467
chr15	22331618	3.623146	11.475687
chr15	22332352	3.475433	11.478346
chr15	22332751	2.655273	11.479733
chr15	22333948	2.595936	11.482911
chr15	22333949	2.545906	11.482914
chr15	22334064	2.391135	11.483207
chr15	22334255	1.140713	11.483663
chr15	22339320	1.574705	11.489441
chr15	22340626	2.500215	11.491497
chr15	22342413	2.535047	11.495965
chr15	22342585	2.536892	11.496401
chr15	22344570	2.531217	11.501437
chr15	22344879	2.516713	11.502219
chr15	22345832	2.516894	11.504618
chr15	22346105	2.510159	11.505305
chr15	22346849	2.510403	11.507172
chr15	22351239	2.533626	11.518193
chr15	22351260	2.544759	11.518246
chr15	22351304	2.551828	11.518358
chr15	22351504	2.508479	11.518869
chr15	22354137	2.510212	11.525473
chr15	22354293	2.510260	11.525865
chr15	22355162	2.510667	11.528046
chr15	22362703	3.608067	11.546979
chr15	22364809	3.693957	11.554578
chr15	22364866	3.710778	11.554789
chr15	22366430	3.720625	11.560592
chr15	22366611	3.726185	11.561266
chr15	22366778	3.731289	11.561888
chr15	22366785	3.730936	11.561914
chr15	22366806	3.735300	11.561992
chr15	22367223	3.735340	11.563550
chr15	22367468	3.738369	11.564465
chr15	22368110	3.739732	11.566865
chr15	22368135	3.741315	11.566959
chr15	22368376	3.741839	11.567860
chr15	22368862	3.741986	11.569679
chr15	22369248	3.739242	11.571123
chr15	22369861	3.740757	11.573415
chr15	22369928	3.740832	11.573666
chr15	22370450	3.708423	11.575619
chr15	22371019	3.678918	11.577729
chr15	22371265	3.489378	11.578634
chr15	22371496	2.758955	11.579440
chr15	22371864	2.759431	11.580455
chr15	22372314	2.653150	11.581697
chr15	22373286	2.652850	11.584276
chr15	22373341	2.652714	11.584422
chr15	22374294	2.760019	11.586950
chr15	22374494	2.760019	11.587502
chr15	22375040	2.799362	11.589009
chr15	22375470	2.850613	11.590212
chr15	22376001	2.868482	11.591726
chr15	22376512	2.901837	11.593192
chr15	22377207	2.905713	11.595209
chr15	22378291	3.359513	11.598358
chr15	22379087	3.359513	11.601033
chr15	22379098	4.426298	11.601070
chr15	22379288	4.426298	11.601911
chr15	22379380	4.500898	11.602318
chr15	22380045	4.528326	11.605311
chr15	22380208	4.529017	11.606049
chr15	22380932	4.530646	11.609328
chr15	22381641	4.530646	11.612540
chr15	22381803	4.530545	11.613274
chr15	22381901	4.531184	11.613718
chr15	22381986	4.520738	11.614103
chr15	22383292	4.513188	11.620007
chr15	22383656	4.464313	11.621650
chr15	22384062	4.415182	11.623463
chr15	22384378	3.979925	11.624858
chr15	22384427	3.551063	11.625053
chr15	22384960	3.338302	11.626946
chr15	22385098	3.131228	11.627406
chr15	22386123	2.143511	11.630616
chr15	22387396	1.365802	11.633345
chr15	22390277	1.131785	11.637279
chr15	22393501	1.030610	11.640928
chr15	22409529	6.824207	11.657447
chr15	22409876	8.096717	11.659815
chr15	22410067	8.099858	11.661361
chr15	22410242	8.103854	11.662779
chr15	22410261	8.096679	11.662933
chr15	22410284	8.085830	11.663119
chr15	22410343	7.753307	11.663596
chr15	22410885	6.978741	11.667798
chr15	22411094	2.649580	11.669257
chr15	22413825	2.625228	11.676493
chr15	22413954	2.661730	11.676832
chr15	22414580	2.664365	11.678498
chr15	22415254	2.660486	11.680294
chr15	22415899	2.658068	11.682010
chr15	22420461	2.663597	11.694136
chr15	22420515	2.663762	11.694280
chr15	22421224	2.663401	11.696168
chr15	22421476	2.666968	11.696839
chr15	22421649	2.667257	11.697301
chr15	22421763	2.670936	11.697605
chr15	22422348	2.324524	11.699167
chr15	22422545	2.085713	11.699625
chr15	22423059	1.987147	11.700697
chr15	22423147	1.906347	11.700872
chr15	22424001	1.905565	11.702500
chr15	22424179	1.904641	11.702839
chr15	22426469	1.904717	11.707201
chr15	22426858	9.874765	11.707942
chr15	22427047	11.775310	11.709808
chr15	22427399	11.812375	11.713953
chr15	22427598	11.797635	11.716304
chr15	22427629	11.777393	11.716670
chr15	22427633	11.776730	11.716717
chr15	22427965	11.776730	11.720627
chr15	22427966	11.059594	11.720638
chr15	22428191	9.147567	11.723127
chr15	22428234	9.148787	11.723520
chr15	22428593	9.129722	11.726805
chr15	22428919	8.615412	11.729781
chr15	22428944	8.016359	11.729996
chr15	22429856	8.016359	11.737307
chr15	22430174	8.016359	11.739856
chr15	22431980	8.018277	11.754334
chr15	22432157	8.018900	11.755753
chr15	22432635	8.017962	11.759586
chr15	22432772	8.017861	11.760685
chr15	22432896	8.018243	11.761679
chr15	22433716	8.018243	11.768254
chr15	22434849	8.017800	11.777338
chr15	22435546	8.016738	11.782927
chr15	22436782	8.015886	11.792836
chr15	22437418	8.013347	11.797934
chr15	22438244	8.006385	11.804553
chr15	22441009	8.016173	11.826690
chr15	22441555	7.921223	11.831067
chr15	22441711	7.754156	11.832303
chr15	22441821	7.459619	11.833156
chr15	22443139	7.143458	11.842988
chr15	22443931	7.143458	11.848645
chr15	22444739	7.039631	11.854417
chr15	22444975	6.976188	11.856079
chr15	22445166	7.008325	11.857411
chr15	22445614	3.206089	11.860551
chr15	22446371	2.377642	11.862978
chr15	22446668	1.924086	11.863684
chr15	22448405	1.909715	11.867026
chr15	22448752	1.755106	11.867689
chr15	22448946	1.747564	11.868029
chr15	22449059	1.579481	11.868227
chr15	22449137	1.324046	11.868350
chr15	22452011	1.324909	11.872155
chr15	22453535	1.306879	11.874174
chr15	22455504	1.307285	11.876748
chr15	22455538	1.307310	11.876792
chr15	22456542	1.293447	11.878105
chr15	22456623	1.282813	11.878209
chr15	22462665	3.955120	11.885960
chr15	22462859	4.000096	11.886727
chr15	22463177	3.999728	11.887999
chr15	22463268	3.978913	11.888363
chr15	22464556	2.668954	11.893488
chr15	22465102	1.929459	11.894945
chr15	22466002	1.573187	11.896682
chr15	22468503	2.699845	11.900617
chr15	22469103	2.705880	11.902236
chr15	22469110	2.714752	11.902255
chr15	22469765	2.469899	11.904034
chr15	22469925	1.561650	11.904429
chr15	22471692	1.561573	11.907188
chr15	22474916	1.573094	11.912223
chr15	22476169	1.584231	11.914194
chr15	22479081	1.616648	11.918807
chr15	22479487	3.428254	11.919463
chr15	22479749	3.542233	11.920362
chr15	22480672	3.556231	11.923631
chr15	22481274	3.089853	11.925772
chr15	22481769	2.601296	11.927301
chr15	22481892	1.960524	11.927621
chr15	22481978	1.547166	11.927790
chr15	22483277	1.546537	11.929800
chr15	22484353	1.530529	11.931464
chr15	22486677	2.914307	11.935021
chr15	22486763	5.804665	11.935271
chr15	22486878	6.874692	11.935939
chr15	22487672	13.391546	11.941397
chr15	22487838	13.391546	11.943620
chr15	22487930	13.391546	11.944852
chr15	22487981	13.394622	11.945535
chr15	22488140	13.388968	11.947665
chr15	22488239	13.388968	11.948991
chr15	22488519	12.032544	11.952740
chr15	22489171	12.032639	11.960585
chr15	22489497	5.377912	11.964507
chr15	22489557	5.335637	11.964830
chr15	22490018	1.354998	11.967290
chr15	22494756	1.357782	11.973710
chr15	22496866	1.360326	11.976575
chr15	22497265	1.359321	11.977118
chr15	22500642	1.359317	11.981708
chr15	22502870	1.358991	11.984737
chr15	22504198	1.360360	11.986541
chr15	22506831	1.361898	11.990123
chr15	22509131	1.367273	11.993255
chr15	22511322	1.372515	11.996251
chr15	22514794	1.390729	12.001017
chr15	22515081	1.413814	12.001416
chr15	22516384	1.424841	12.003258
chr15	22517210	1.433034	12.004435
chr15	22518743	1.498585	12.006632
chr15	22520067	1.510739	12.008616
chr15	22520340	1.595310	12.009028
chr15	22522798	1.609496	12.012949
chr15	22522883	1.884196	12.013086
chr15	22526105	4.190024	12.019157
chr15	22527553	4.404789	12.025224
chr15	22527567	5.257055	12.025286
chr15	22541104	5.034002	12.096451
chr15	22541614	4.692699	12.099018
chr15	22541631	4.191727	12.099098
chr15	22543296	4.133826	12.106077
chr15	22543969	3.833099	12.108859
chr15	22552603	3.819005	12.141954
chr15	22558508	3.824763	12.164505
chr15	22571367	4.193197	12.213688
chr15	22571817	4.513745	12.215575
chr15	22573165	4.580460	12.221659
chr15	22573873	4.596817	12.224902
chr15	22576118	4.619872	12.235222
chr15	22576190	4.648413	12.235555
chr15	22577420	4.648413	12.241272
chr15	22577776	4.649660	12.242927
chr15	22579116	4.652170	12.249158
chr15	22579754	4.654626	12.252126
chr15	22581058	4.656077	12.258195
chr15	22581573	4.663568	12.260593
chr15	22586826	7.862310	12.285091
chr15	22588019	12.665445	12.294471
chr15	22664036	7.641817	13.257260
chr15	22672120	5.262877	13.319036
chr15	22749649	5.451219	13.727062
chr15	22751742	5.480365	13.738471
chr15	22755185	4.542902	13.757340
chr15	22763396	4.540708	13.794642
chr15	22763479	4.593378	13.795019
chr15	22765573	4.857708	13.804638
chr15	22765683	6.391443	13.805172
chr15	22766161	9.076599	13.808227
chr15	22766685	9.156072	13.812983
chr15	22766821	9.153743	13.814228
chr15	22768701	9.135166	13.831437
