Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr18	225964	0.044255	0.271429
chr18	225985	0.044187	0.271430
chr18	226485	0.211686	0.271452
chr18	229710	0.211675	0.272135
chr18	229853	0.125143	0.272165
chr18	229887	0.066766	0.272169
chr18	229888	0.066766	0.272169
chr18	230739	0.065595	0.272226
chr18	232337	0.048129	0.272331
chr18	234473	0.048068	0.272434
chr18	235928	0.048062	0.272504
chr18	237663	0.048058	0.272587
chr18	237838	0.048058	0.272595
chr18	239289	0.048066	0.272665
chr18	241347	0.048046	0.272764
chr18	242494	0.048054	0.272819
chr18	244125	0.048072	0.272898
chr18	247834	0.048115	0.273076
chr18	248254	0.048063	0.273096
chr18	248279	0.048134	0.273097
chr18	249939	0.048300	0.273177
chr18	250047	0.048488	0.273182
chr18	250058	0.048631	0.273183
chr18	250539	0.048812	0.273206
chr18	250589	0.049052	0.273209
chr18	252038	0.054726	0.273280
chr18	252559	0.054672	0.273308
chr18	252795	0.054672	0.273321
chr18	255552	0.048073	0.273472
chr18	258284	0.047860	0.273603
chr18	260403	0.047860	0.273705
chr18	260504	0.047721	0.273710
chr18	261903	0.048502	0.273776
chr18	263718	0.048937	0.273864
chr18	264012	0.048911	0.273879
chr18	264431	0.048915	0.273899
chr18	264954	0.048980	0.273925
chr18	266848	0.130674	0.274018
chr18	267262	0.604781	0.274072
chr18	268917	0.330781	0.275073
chr18	268992	0.243631	0.275097
chr18	269728	0.241896	0.275277
chr18	269736	0.241877	0.275279
chr18	269980	0.241863	0.275338
chr18	271335	0.242041	0.275665
chr18	272535	0.543459	0.275956
chr18	273216	0.718143	0.276326
chr18	274753	0.734592	0.277430
chr18	276848	0.514501	0.278969
chr18	277076	0.421947	0.279086
chr18	277265	0.365381	0.279166
chr18	277763	0.296835	0.279348
chr18	278796	0.292483	0.279654
chr18	279300	0.290931	0.279802
chr18	280039	0.291013	0.280017
chr18	280235	0.291552	0.280074
chr18	280443	0.292243	0.280134
chr18	280798	0.295759	0.280238
chr18	281423	0.307862	0.280423
chr18	282249	1.231722	0.280677
chr18	282978	0.851930	0.281575
chr18	283309	0.484696	0.281857
chr18	284947	0.482601	0.282651
chr18	285953	0.501012	0.283137
chr18	286176	0.550023	0.283248
chr18	286372	0.973977	0.283356
chr18	286475	1.627012	0.283456
chr18	286679	1.674928	0.283788
chr18	286971	1.682364	0.284277
chr18	287080	1.684140	0.284461
chr18	287252	1.683743	0.284751
chr18	287648	1.683754	0.285417
chr18	287705	1.680401	0.285513
chr18	288689	1.675649	0.287167
chr18	289153	1.639159	0.287944
chr18	289209	1.639198	0.288036
chr18	289210	1.639277	0.288038
chr18	293384	4.838295	0.294880
chr18	293519	5.476198	0.295533
chr18	294021	6.371820	0.298282
chr18	294495	6.317482	0.301303
chr18	294745	6.284220	0.302882
chr18	295046	6.282685	0.304773
chr18	295191	6.188855	0.305684
chr18	295246	6.030022	0.306025
chr18	296341	0.961265	0.312628
chr18	297712	0.846765	0.313946
chr18	297805	0.591274	0.314024
chr18	298553	0.494566	0.314467
chr18	298620	0.402081	0.314500
chr18	298672	0.382642	0.314521
chr18	302224	0.377034	0.315880
chr18	303389	0.375384	0.316319
chr18	303811	0.374742	0.316477
chr18	304139	0.374894	0.316600
chr18	304180	0.375161	0.316616
chr18	304557	0.375759	0.316757
chr18	306450	0.383780	0.317468
chr18	307022	0.409018	0.317688
chr18	307648	0.458000	0.317944
chr18	307769	0.457543	0.317999
chr18	312577	2.393768	0.320199
chr18	312644	2.640649	0.320360
chr18	315138	2.641545	0.326945
chr18	316558	11.362024	0.330696
chr18	317376	11.385458	0.339991
chr18	319176	6.504526	0.360484
chr18	319446	4.002400	0.362241
chr18	322183	4.073191	0.373195
chr18	322522	4.407273	0.374576
chr18	327641	4.410518	0.397137
chr18	327829	4.721565	0.397966
chr18	330655	5.899077	0.411309
chr18	331506	8.727262	0.416329
chr18	331827	9.167698	0.419131
chr18	332469	9.155548	0.425016
chr18	332483	9.259445	0.425145
chr18	332528	9.332564	0.425561
chr18	332961	9.332564	0.429602
chr18	333739	9.367916	0.436863
chr18	333758	9.367329	0.437041
chr18	334742	9.405171	0.446258
chr18	334758	9.436924	0.446409
chr18	334994	9.451915	0.448636
chr18	335099	9.359883	0.449629
chr18	335266	9.043594	0.451192
chr18	335316	8.602874	0.451644
chr18	335363	8.186819	0.452048
chr18	337468	8.179593	0.469281
chr18	337502	8.176053	0.469559
chr18	337543	6.712769	0.469895
chr18	337601	5.278452	0.470284
chr18	338113	3.665124	0.472987
chr18	338132	2.284901	0.473056
chr18	338155	1.953766	0.473109
chr18	338297	1.448652	0.473386
chr18	339337	2.590248	0.474893
chr18	339386	3.829509	0.475020
chr18	339519	6.097885	0.475529
chr18	339594	7.264690	0.475986
chr18	339727	6.439006	0.476953
chr18	339756	4.106336	0.477139
chr18	339994	2.031138	0.478117
chr18	340373	1.421867	0.478886
chr18	340507	1.041841	0.479077
chr18	340963	1.013926	0.479552
chr18	340992	0.988331	0.479581
chr18	341085	0.974248	0.479673
chr18	341466	0.969084	0.480045
chr18	342424	2.130212	0.480973
chr18	342971	2.142648	0.482138
chr18	343238	2.125732	0.482710
chr18	343982	1.766518	0.484292
chr18	344007	1.500322	0.484336
chr18	344459	0.329229	0.485014
chr18	345142	0.325653	0.485239
chr18	346821	0.642701	0.485786
chr18	347808	0.642752	0.486420
chr18	348265	1.008524	0.486714
chr18	348598	2.787757	0.487050
chr18	348694	2.788806	0.487317
chr18	348699	2.789726	0.487331
chr18	348764	2.790981	0.487513
chr18	349426	83.867381	0.489360
chr18	349989	83.867381	0.536578
chr18	351004	83.867381	0.621703
chr18	351114	1.682328	0.630928
chr18	351460	1.547486	0.631510
chr18	352074	1.536056	0.632461
chr18	352577	1.511011	0.633233
chr18	353288	1.509916	0.634308
chr18	354165	1.516316	0.635632
chr18	354264	1.512529	0.635782
chr18	354439	1.479854	0.636047
chr18	354542	1.414617	0.636199
chr18	355410	2.100597	0.637427
chr18	355568	2.774887	0.637759
chr18	355944	2.864700	0.638802
chr18	356095	2.894320	0.639235
chr18	356337	2.892120	0.639935
chr18	356374	2.889803	0.640042
chr18	357247	2.883784	0.642565
chr18	357570	2.878530	0.643496
chr18	358187	2.995244	0.645272
chr18	358226	3.133353	0.645389
chr18	359079	3.221415	0.648062
chr18	359141	3.263920	0.648262
chr18	359196	3.307586	0.648441
chr18	359884	3.350439	0.650717
chr18	360161	3.338740	0.651645
chr18	360971	3.399392	0.654349
chr18	361437	3.837061	0.655933
chr18	361710	3.789223	0.656981
chr18	362116	4.496387	0.658519
chr18	362173	4.666686	0.658776
chr18	362199	4.850618	0.658897
chr18	362623	4.747843	0.660954
chr18	362857	4.623936	0.662065
chr18	363254	4.573644	0.663900
chr18	364326	5.082747	0.668803
chr18	364942	8.206850	0.671934
chr18	365758	8.836900	0.678631
chr18	365815	12.566885	0.679135
chr18	365930	12.804448	0.680580
chr18	366043	12.822924	0.682027
chr18	367725	12.825299	0.703595
chr18	368115	12.825673	0.708597
chr18	369148	12.814831	0.721846
chr18	369955	12.798439	0.732187
chr18	370338	12.796611	0.737089
chr18	370543	12.294788	0.739712
chr18	371281	8.971342	0.748786
chr18	371902	9.189363	0.754357
chr18	371976	9.950979	0.755037
chr18	372041	11.901974	0.755684
chr18	372837	11.956828	0.765158
chr18	373503	11.935118	0.773121
chr18	373670	11.869094	0.775114
chr18	374047	9.813348	0.779589
chr18	374109	3.843893	0.780198
chr18	374117	2.473690	0.780228
chr18	375021	2.364982	0.782465
chr18	375289	2.273291	0.783098
chr18	375841	2.308507	0.784353
chr18	376191	2.362991	0.785161
chr18	376543	2.404713	0.785993
chr18	376602	2.445433	0.786135
chr18	376626	2.446071	0.786193
chr18	377075	2.446222	0.787292
chr18	377384	2.145458	0.788048
chr18	377746	1.694702	0.788824
chr18	377818	1.138094	0.788946
chr18	379644	1.129736	0.791025
chr18	379749	1.125796	0.791143
chr18	379855	1.116705	0.791262
chr18	380325	1.078049	0.791787
chr18	380831	1.018640	0.792333
chr18	380945	0.969190	0.792449
chr18	381704	0.980057	0.793185
chr18	381832	1.176925	0.793310
chr18	381997	1.203521	0.793504
chr18	382088	1.006261	0.793614
chr18	382268	0.845263	0.793795
chr18	382565	0.698082	0.794046
chr18	383336	0.571982	0.794584
chr18	384797	0.575227	0.795420
chr18	385140	0.587659	0.795617
chr18	385735	0.619802	0.795967
chr18	385908	0.654215	0.796074
chr18	386203	0.695507	0.796267
chr18	387004	0.713315	0.796824
chr18	387120	0.713405	0.796907
chr18	387431	0.718124	0.797129
chr18	387700	0.718690	0.797322
chr18	387970	0.718949	0.797516
chr18	388110	0.719950	0.797617
chr18	389081	0.721700	0.798316
chr18	390334	0.724850	0.799220
chr18	390905	0.729261	0.799634
chr18	391376	0.731751	0.799977
chr18	392544	0.742475	0.800832
chr18	392795	0.786378	0.801018
chr18	393649	0.947397	0.801690
chr18	393753	1.338281	0.801788
chr18	394141	2.241782	0.802308
chr18	394366	15.492930	0.802812
chr18	394762	15.500230	0.808947
chr18	394946	15.512102	0.811799
chr18	395016	15.511672	0.812885
chr18	395394	15.510403	0.818749
chr18	395650	15.492106	0.822719
chr18	395661	15.492106	0.822890
chr18	395885	14.593511	0.826360
chr18	396461	13.522837	0.834766
chr18	397177	0.983836	0.844448
chr18	398147	1.027931	0.845402
chr18	398803	1.174684	0.846077
chr18	398917	1.333074	0.846211
chr18	398985	1.282001	0.846301
chr18	399163	0.872973	0.846529
chr18	399245	0.927799	0.846601
chr18	399345	0.875212	0.846694
chr18	400706	0.751043	0.847885
chr18	400739	0.640113	0.847910
chr18	400749	0.570824	0.847916
chr18	400766	0.459144	0.847926
chr18	401069	0.327166	0.848065
chr18	401573	0.297518	0.848230
chr18	401660	0.276021	0.848256
chr18	401869	0.264147	0.848313
chr18	401933	0.253495	0.848330
chr18	403777	0.253342	0.848798
chr18	403892	0.252956	0.848827
chr18	403968	0.252520	0.848846
chr18	404000	0.252175	0.848854
chr18	407041	0.294931	0.849621
chr18	407132	0.341535	0.849648
chr18	407958	0.388811	0.849930
chr18	410368	0.388811	0.850867
chr18	410938	0.395264	0.851089
chr18	412122	0.395259	0.851557
chr18	415105	0.438050	0.852736
chr18	415401	0.492545	0.852865
chr18	416138	0.499996	0.853228
chr18	417542	1.484904	0.853930
chr18	417559	2.632857	0.853956
chr18	418015	2.474783	0.855156
chr18	418106	1.820993	0.855381
chr18	418996	1.787085	0.857002
chr18	419599	1.109932	0.858080
chr18	420105	0.695163	0.858641
chr18	420806	0.740333	0.859129
chr18	421229	1.038152	0.859442
chr18	421278	1.191289	0.859493
chr18	421334	1.212687	0.859559
chr18	421412	1.220155	0.859654
chr18	421524	1.218359	0.859791
chr18	421579	1.181406	0.859858
chr18	421650	1.110643	0.859942
chr18	421654	1.047972	0.859946
chr18	422163	0.912697	0.860479
chr18	422504	0.774704	0.860791
chr18	422523	0.631179	0.860805
chr18	424115	2.804181	0.861810
chr18	424468	2.891058	0.862800
chr18	424745	0.653443	0.863601
chr18	424867	0.597226	0.863681
chr18	425492	0.742636	0.864054
chr18	426016	0.869688	0.864443
chr18	426312	0.867123	0.864700
chr18	426365	1.294434	0.864746
chr18	426372	1.964998	0.864756
chr18	426396	1.919712	0.864803
chr18	426525	0.794209	0.865050
chr18	427306	0.193232	0.865671
chr18	427407	0.180967	0.865690
chr18	427408	0.166062	0.865690
chr18	428535	0.166017	0.865877
chr18	428607	0.166371	0.865889
chr18	428941	0.166789	0.865945
chr18	429054	0.166807	0.865964
chr18	429355	0.167985	0.866014
chr18	429689	0.169666	0.866070
chr18	430486	0.219934	0.866205
chr18	430555	0.280999	0.866221
chr18	430781	0.466294	0.866284
chr18	430954	0.884078	0.866365
chr18	432080	0.974583	0.867360
chr18	432940	0.962317	0.868198
chr18	433431	0.958687	0.868671
chr18	433993	1.233486	0.869210
chr18	434403	0.805149	0.869715
chr18	434478	0.575688	0.869776
chr18	434815	0.521692	0.869970
chr18	434879	0.482293	0.870003
chr18	434925	0.454283	0.870025
chr18	434956	0.434213	0.870039
chr18	435206	0.436525	0.870148
chr18	435867	0.445876	0.870436
chr18	435951	1.218355	0.870474
chr18	437232	1.222125	0.872035
chr18	437286	1.229854	0.872101
chr18	437894	1.242591	0.872848
chr18	438460	1.202192	0.873552
chr18	438717	1.194652	0.873861
chr18	438979	1.165899	0.874174
chr18	439089	1.144821	0.874302
chr18	439795	3.442848	0.875110
chr18	442441	1.370596	0.884220
chr18	443052	1.478876	0.885057
chr18	443281	1.371622	0.885396
chr18	444687	1.354846	0.887325
chr18	445002	1.261059	0.887751
chr18	445039	1.164399	0.887798
chr18	445309	1.163785	0.888112
chr18	446773	1.162327	0.889816
chr18	447835	1.151769	0.891051
chr18	447999	1.145627	0.891239
chr18	448441	1.139984	0.891746
chr18	449576	1.138378	0.893040
chr18	450102	1.134957	0.893638
chr18	452104	1.133605	0.895911
chr18	452284	1.132146	0.896115
chr18	452640	1.125947	0.896518
chr18	452663	1.118538	0.896544
chr18	452951	1.118124	0.896866
chr18	453954	1.118097	0.897987
chr18	454728	1.155227	0.898853
chr18	454937	1.366013	0.899094
chr18	455128	2.051867	0.899355
chr18	455937	4.388481	0.901015
chr18	455988	9.576847	0.901239
chr18	456330	12.802493	0.904514
chr18	456539	12.780335	0.907190
chr18	456750	12.780335	0.909886
chr18	457853	13.210680	0.923983
chr18	457867	13.632135	0.924168
chr18	457934	14.124385	0.925081
chr18	458383	13.624000	0.931423
chr18	458505	13.159114	0.933085
chr18	458662	8.299972	0.935151
chr18	458761	1.589522	0.935973
chr18	459651	3.035613	0.937388
chr18	460565	2.144966	0.940162
chr18	460631	1.815727	0.940304
chr18	460730	1.769136	0.940484
chr18	461182	0.761606	0.941283
chr18	461227	0.421489	0.941318
chr18	461778	0.602790	0.941550
chr18	461872	0.748378	0.941606
chr18	462180	0.822708	0.941837
chr18	462289	0.886450	0.941927
chr18	463020	1.078213	0.942575
chr18	463146	1.492741	0.942710
chr18	463177	2.159594	0.942757
chr18	463418	5.743367	0.943277
chr18	463580	6.005355	0.944208
chr18	463606	7.029367	0.944364
chr18	464909	7.008158	0.953523
chr18	466283	6.954596	0.963152
chr18	466351	6.906163	0.963625
chr18	466810	6.535761	0.966795
chr18	467001	6.048805	0.968043
chr18	467468	6.008556	0.970868
chr18	467676	4.336179	0.972118
chr18	468320	1.457750	0.974911
chr18	469426	1.264176	0.976523
chr18	469797	1.163570	0.976992
chr18	469993	1.158334	0.977220
chr18	470944	0.975403	0.978321
chr18	471773	0.909214	0.979130
chr18	471809	0.898425	0.979163
chr18	473288	0.885084	0.980492
chr18	475155	0.855075	0.982144
chr18	475172	0.854937	0.982159
chr18	475530	0.839283	0.982465
chr18	475761	0.827264	0.982658
chr18	475796	0.812157	0.982687
chr18	476477	0.785449	0.983240
chr18	476643	0.764343	0.983371
chr18	478440	0.768596	0.984744
chr18	478887	0.768426	0.985088
chr18	479568	0.778888	0.985611
chr18	479816	0.789625	0.985804
chr18	479891	0.801951	0.985864
chr18	479913	0.813043	0.985881
chr18	480875	0.793070	0.986663
chr18	482029	0.770627	0.987579
chr18	482032	0.762878	0.987581
chr18	483537	0.748969	0.988729
chr18	483682	0.734735	0.988838
chr18	485410	0.793651	0.990107
chr18	485968	0.961517	0.990550
chr18	486343	1.000568	0.990911
chr18	486602	1.041753	0.991170
chr18	486678	1.087771	0.991249
chr18	486757	1.141451	0.991335
chr18	487281	1.182093	0.991933
chr18	487395	1.216881	0.992068
chr18	488940	1.224655	0.993948
chr18	489242	1.224576	0.994318
chr18	489385	1.221586	0.994493
chr18	490268	1.216206	0.995572
chr18	490324	1.207913	0.995640
chr18	491967	10.652320	0.997624
chr18	492315	13.564796	1.001331
chr18	492874	20.936794	1.008914
chr18	497729	10.849726	1.110562
chr18	503177	7.638482	1.169671
chr18	503381	7.331733	1.171230
chr18	505004	6.802894	1.183129
chr18	505472	3.526321	1.186313
chr18	511960	2.886363	1.209192
chr18	513861	2.838612	1.214679
chr18	516584	2.836198	1.222408
chr18	516798	2.834581	1.223015
chr18	518222	2.799986	1.227052
chr18	523832	2.800579	1.242759
chr18	523934	2.801369	1.243045
chr18	524184	3.012458	1.243745
chr18	525667	2.854165	1.248213
chr18	525734	2.881429	1.248404
chr18	526458	2.905349	1.250490
chr18	526599	2.905373	1.250900
chr18	527087	1.926395	1.252318
chr18	527110	1.483795	1.252362
chr18	527473	1.469666	1.252901
chr18	528165	1.424843	1.253918
chr18	529676	1.371060	1.256071
chr18	530247	1.371070	1.256854
chr18	530318	1.164697	1.256951
chr18	530638	0.951705	1.257324
chr18	532488	0.951766	1.259084
chr18	532708	0.926515	1.259294
chr18	533191	0.917712	1.259741
chr18	533216	0.917870	1.259764
chr18	533368	0.909988	1.259904
chr18	533397	0.902590	1.259930
chr18	534341	0.952131	1.260782
chr18	535348	1.160528	1.261741
chr18	542433	2.608346	1.269963
chr18	544118	4.746322	1.274358
chr18	544739	9.440474	1.277306
chr18	547239	16.909047	1.300907
chr18	549319	13.528137	1.336078
chr18	551688	5.432735	1.368126
chr18	551899	4.217701	1.369272
chr18	552255	1.498534	1.370774
chr18	553456	1.245611	1.372573
chr18	553718	1.110575	1.372900
chr18	555074	1.127558	1.374406
chr18	555760	1.377944	1.375179
chr18	557087	2.592225	1.377008
chr18	557564	5.254277	1.378244
chr18	563815	7.960050	1.411089
chr18	565414	7.967642	1.423817
chr18	565760	6.795504	1.426574
chr18	566183	6.174416	1.429448
chr18	566242	3.187397	1.429812
chr18	566272	2.141229	1.429908
chr18	566368	1.363738	1.430114
chr18	566905	0.719837	1.430846
chr18	567127	0.643104	1.431006
chr18	567260	0.583630	1.431091
chr18	568040	0.591495	1.431546
chr18	568118	0.629280	1.431593
chr18	568868	0.793889	1.432065
chr18	569517	0.829019	1.432580
chr18	570002	0.852044	1.432982
chr18	570233	0.887916	1.433179
chr18	570500	1.053034	1.433416
chr18	570754	1.052331	1.433683
chr18	570814	1.460377	1.433746
chr18	570864	1.718049	1.433819
chr18	570939	1.633287	1.433948
chr18	573765	1.507651	1.438564
chr18	578218	1.512153	1.445278
chr18	579716	5.563653	1.447543
chr18	581446	2.494121	1.457168
chr18	582838	1.177642	1.460640
chr18	585386	1.052092	1.463640
chr18	587290	0.948198	1.465643
chr18	590003	0.988071	1.468216
chr18	592616	0.984620	1.470798
chr18	594262	5.693649	1.472418
chr18	596742	5.682794	1.486539
chr18	597751	4.054401	1.492273
chr18	597950	1.644313	1.493079
chr18	598416	1.391103	1.493846
chr18	602081	1.176934	1.498944
chr18	603438	1.041124	1.500541
chr18	603600	0.943207	1.500710
chr18	603871	0.860929	1.500965
chr18	604818	0.854642	1.501781
chr18	605312	0.851577	1.502203
chr18	605530	0.850844	1.502389
chr18	606115	0.854503	1.502886
chr18	606495	0.853432	1.503211
chr18	608018	0.895676	1.504511
chr18	608179	1.015633	1.504655
chr18	608312	27.890736	1.504790
chr18	608342	27.963081	1.505627
chr18	608468	36.377095	1.509150
chr18	608480	44.214429	1.509587
chr18	609954	44.214429	1.574759
chr18	610157	44.214429	1.583734
chr18	610199	44.214429	1.585591
chr18	610273	44.214429	1.588863
chr18	610634	44.214429	1.604825
chr18	611061	44.214429	1.623704
chr18	611323	44.214429	1.635288
chr18	612454	44.214429	1.685295
chr18	612753	44.214429	1.698515
chr18	612819	44.214429	1.701433
chr18	613020	44.214429	1.710320
chr18	614708	43.537686	1.784954
chr18	615014	27.379974	1.798277
chr18	615394	5.539410	1.808681
chr18	615650	4.682354	1.810099
chr18	616072	4.426051	1.812075
chr18	616077	4.035015	1.812097
chr18	616195	4.021007	1.812573
chr18	616317	4.021007	1.813064
chr18	616348	4.021007	1.813189
chr18	616653	4.030431	1.814415
chr18	616783	4.029494	1.814939
chr18	617110	4.056860	1.816257
chr18	617928	4.057238	1.819575
chr18	618124	5.856960	1.820370
chr18	618201	10.273988	1.820821
chr18	618741	11.366353	1.826369
chr18	619050	15.749626	1.829882
chr18	619154	20.490815	1.831519
chr18	620089	20.721769	1.850678
chr18	620709	20.719992	1.863526
chr18	621300	20.699144	1.875771
chr18	621808	16.248824	1.886287
chr18	622048	16.090949	1.890186
chr18	622494	16.073668	1.897363
chr18	623784	16.066300	1.918098
chr18	624631	16.072336	1.931706
chr18	624783	16.072277	1.934149
chr18	624824	16.070028	1.934808
chr18	625145	16.074383	1.939966
chr18	625820	16.093579	1.950817
chr18	627629	17.791503	1.979930
chr18	628487	18.237573	1.995195
chr18	628980	21.128102	2.004186
chr18	629035	22.197737	2.005348
chr18	629239	22.197737	2.009877
chr18	631211	5.784492	2.053651
chr18	631314	5.712867	2.054246
chr18	631332	5.689688	2.054349
chr18	631348	5.639951	2.054440
chr18	631398	5.641911	2.054722
chr18	631435	4.309833	2.054931
chr18	631526	4.261715	2.055323
chr18	631994	4.278666	2.057318
chr18	632239	4.296197	2.058366
chr18	632651	4.370139	2.060136
chr18	634559	4.290320	2.068474
chr18	635288	11.001109	2.071602
chr18	635432	10.995996	2.073186
chr18	637424	11.080499	2.095090
chr18	637631	12.065758	2.097384
chr18	641024	4.153975	2.138323
chr18	644527	3.988037	2.152874
chr18	649311	4.114742	2.171953
chr18	650968	4.268739	2.178771
chr18	659236	2.846199	2.214065
chr18	660383	1.494946	2.217330
chr18	661005	0.215970	2.218259
chr18	661647	0.149053	2.218398
chr18	662103	0.145083	2.218466
chr18	662135	0.141734	2.218471
chr18	662247	0.141734	2.218487
chr18	662370	0.135855	2.218504
chr18	662463	0.130507	2.218517
chr18	666371	0.487085	2.219027
chr18	668258	0.327615	2.219946
chr18	668300	0.200932	2.219960
chr18	668376	0.143997	2.219975
chr18	668650	0.157989	2.220014
chr18	670414	0.223104	2.220293
chr18	672363	0.221221	2.220728
chr18	673016	0.224828	2.220872
chr18	673995	0.230318	2.221092
chr18	674320	0.269648	2.221167
chr18	674440	0.316645	2.221200
chr18	675000	1.093710	2.221377
chr18	675307	1.433004	2.221713
chr18	675774	1.087176	2.222382
chr18	675787	1.596591	2.222396
chr18	675903	2.912783	2.222581
chr18	676008	2.738812	2.222887
chr18	676228	0.801629	2.223490
chr18	676331	0.790546	2.223572
chr18	676473	0.782021	2.223684
chr18	676490	0.772994	2.223698
chr18	676789	0.774205	2.223929
chr18	677214	0.485313	2.224258
chr18	677240	0.302217	2.224270
chr18	677302	0.240586	2.224289
chr18	677621	0.240625	2.224366
chr18	677931	0.240451	2.224441
chr18	678847	0.241017	2.224661
chr18	678947	0.249584	2.224685
chr18	679637	0.512779	2.224857
chr18	680380	0.452680	2.225238
chr18	680520	0.386015	2.225301
chr18	680838	0.292643	2.225424
chr18	681724	0.292870	2.225684
chr18	681962	0.293386	2.225753
chr18	682399	0.297378	2.225881
chr18	683116	0.398507	2.226095
chr18	683607	1.155403	2.226290
chr18	683861	1.770289	2.226584
chr18	684766	0.414975	2.228186
chr18	685447	0.411372	2.228468
chr18	685574	0.408761	2.228521
chr18	686370	0.424142	2.228846
chr18	686662	0.478856	2.228970
chr18	686782	0.518545	2.229027
chr18	687119	0.663549	2.229202
chr18	687270	0.918616	2.229302
chr18	690810	0.308352	2.232554
chr18	691266	0.227930	2.232695
chr18	692282	0.562773	2.232926
chr18	692808	0.618875	2.233222
chr18	693269	1.226168	2.233508
chr18	693285	1.811455	2.233527
chr18	693767	0.441636	2.234401
chr18	693828	0.297402	2.234427
chr18	693977	0.290216	2.234472
chr18	694206	0.284989	2.234538
chr18	694538	0.284973	2.234633
chr18	694678	0.283559	2.234673
chr18	695030	0.281892	2.234773
chr18	695367	0.276927	2.234868
chr18	696533	0.301780	2.235190
chr18	696645	0.381521	2.235224
chr18	696703	0.528211	2.235246
chr18	696748	0.720607	2.235270
chr18	698312	1.047805	2.236397
chr18	699120	0.446703	2.237244
