Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chrX	3030403	18.284007	1.385231
chrX	3030426	18.314706	1.385651
chrX	3030877	18.314706	1.393911
chrX	3032568	15.418234	1.424882
chrX	3032881	2.567422	1.429707
chrX	3033484	2.555462	1.431256
chrX	3036236	2.829861	1.438288
chrX	3036887	6.152703	1.440130
chrX	3045865	6.078305	1.495369
chrX	3049468	5.989016	1.517270
chrX	3065036	4.116262	1.610507
chrX	3065504	4.103633	1.612433
chrX	3066125	4.103393	1.614981
chrX	3066141	4.103308	1.615047
chrX	3066505	0.328060	1.616541
chrX	3069392	0.328089	1.617488
chrX	3070182	0.327791	1.617747
chrX	3073671	0.327840	1.618891
chrX	3076918	0.327964	1.619955
chrX	3082346	0.329985	1.621735
chrX	3084776	0.332182	1.622537
chrX	3084785	0.332246	1.622540
chrX	3085464	0.354881	1.622766
chrX	3086394	3.040167	1.623096
chrX	3094306	4.004340	1.647150
chrX	3103318	3.982405	1.683237
chrX	3104226	3.982405	1.686853
chrX	3106679	3.972672	1.696621
chrX	3108751	3.972689	1.704853
chrX	3110330	3.972550	1.711126
chrX	3111078	3.440956	1.714097
chrX	3113264	2.275811	1.721619
chrX	3116788	0.925491	1.729639
chrX	3117688	0.730447	1.730472
chrX	3120392	0.731453	1.732447
chrX	3120780	0.738604	1.732731
chrX	3121402	0.738421	1.733190
chrX	3124461	0.735903	1.735449
chrX	3125887	8.360604	1.736499
chrX	3126343	8.523351	1.740311
chrX	3126942	10.646238	1.745417
chrX	3127231	10.646238	1.748493
chrX	3127322	10.890812	1.749462
chrX	3127428	10.365493	1.750617
chrX	3127482	9.249537	1.751176
chrX	3127835	1.362411	1.754441
chrX	3129145	6.440592	1.756226
chrX	3129285	0.823127	1.757128
chrX	3129496	0.821321	1.757301
chrX	3129641	0.404312	1.757421
chrX	3129753	0.216647	1.757466
chrX	3130623	0.216525	1.757654
chrX	3130800	0.216124	1.757693
chrX	3131208	0.220418	1.757781
chrX	3131338	0.222308	1.757809
chrX	3131811	0.228429	1.757915
chrX	3133209	0.247755	1.758234
chrX	3133488	0.292463	1.758303
chrX	3133733	3.985510	1.758375
chrX	3133960	0.266164	1.759279
chrX	3134614	0.265236	1.759454
chrX	3135294	0.248418	1.759634
chrX	3135867	0.232175	1.759776
chrX	3135998	0.221702	1.759807
chrX	3136154	0.213269	1.759841
chrX	3136436	0.206618	1.759901
chrX	3137404	0.479517	1.760101
chrX	3137450	2.062881	1.760123
chrX	3137584	6.775194	1.760400
chrX	3137691	7.354769	1.761125
chrX	3137828	7.549970	1.762132
chrX	3138359	0.586134	1.766141
chrX	3138907	0.583586	1.766463
chrX	3138962	0.581205	1.766495
chrX	3139063	0.578908	1.766553
chrX	3139954	0.582467	1.767069
chrX	3140315	0.584467	1.767280
chrX	3140718	0.585738	1.767515
chrX	3140913	0.588480	1.767629
chrX	3140928	0.591237	1.767638
chrX	3140992	0.594842	1.767676
chrX	3141584	0.688343	1.768028
chrX	3142180	0.728878	1.768438
chrX	3142375	7.375088	1.768580
chrX	3142483	14.962125	1.769377
chrX	3142515	24.585074	1.769856
chrX	3143398	37.027965	1.791564
chrX	3143656	41.161482	1.801118
chrX	3144011	38.842207	1.815730
chrX	3144761	16.874893	1.844862
chrX	3144809	0.372733	1.845672
chrX	3145565	0.365660	1.845953
chrX	3145824	0.365611	1.846048
chrX	3147735	0.397634	1.846747
chrX	3148088	0.412374	1.846887
chrX	3148320	0.437379	1.846983
chrX	3149048	0.642647	1.847301
chrX	3149858	10.888938	1.847822
chrX	3150071	22.711090	1.850141
chrX	3150749	22.788877	1.865539
chrX	3150781	1.942429	1.866268
chrX	3151086	1.257306	1.866861
chrX	3151119	0.973147	1.866902
chrX	3151411	0.952294	1.867187
chrX	3153082	0.158603	1.868778
chrX	3153474	0.076738	1.868840
chrX	3155141	0.078371	1.868968
chrX	3156087	0.316739	1.869042
chrX	3158123	0.235753	1.869687
chrX	3158403	0.080791	1.869753
chrX	3160250	1.920293	1.869902
chrX	3160398	1.974597	1.870186
chrX	3160538	1.994681	1.870463
chrX	3160985	2.058721	1.871354
chrX	3161028	2.058721	1.871443
chrX	3161121	2.085795	1.871634
chrX	3161393	0.381471	1.872202
chrX	3163043	0.384272	1.872831
chrX	3165068	0.475290	1.873609
chrX	3165645	0.756307	1.873884
chrX	3167032	1.926714	1.874933
chrX	3167102	4.550944	1.875067
chrX	3168396	0.614082	1.880956
chrX	3169689	0.474783	1.881750
chrX	3170890	0.472645	1.882321
chrX	3172640	0.508895	1.883148
chrX	3173161	0.910355	1.883413
chrX	3173381	3.185103	1.883613
chrX	3173539	4.461869	1.884116
chrX	3173910	4.460524	1.885772
chrX	3174005	4.458660	1.886196
chrX	3174323	4.468533	1.887613
chrX	3174698	36.657857	1.889289
chrX	3176492	44.813567	1.955053
chrX	3176513	23.910913	1.955994
chrX	3177418	1.061854	1.977634
chrX	3178429	0.509375	1.978707
chrX	3181446	0.240836	1.980244
chrX	3183417	0.239674	1.980719
chrX	3183507	0.239732	1.980740
chrX	3184216	3.317905	1.980910
chrX	3184483	0.111190	1.981796
chrX	3185877	0.131473	1.981951
chrX	3186492	0.171346	1.982032
chrX	3186652	0.169932	1.982059
chrX	3189936	0.169932	1.982617
chrX	3190004	0.169911	1.982629
chrX	3190297	0.169886	1.982679
chrX	3194131	3.140987	1.983330
chrX	3194330	0.110192	1.983955
chrX	3194452	0.016405	1.983969
chrX	3196030	0.016566	1.983995
chrX	3196556	0.016900	1.984003
chrX	3198787	0.017242	1.984041
chrX	3198945	0.017376	1.984044
chrX	3199433	0.017396	1.984052
chrX	3200134	0.017655	1.984064
chrX	3206348	0.829430	1.984174
chrX	3208112	0.623977	1.985637
chrX	3208337	4.461425	1.985778
chrX	3209019	5.146834	1.988820
chrX	3212823	0.588150	2.008399
chrX	3213911	0.001486	2.009039
chrX	3214966	0.001486	2.009040
chrX	3215825	0.001479	2.009042
chrX	3215960	0.001479	2.009042
chrX	3216117	0.001479	2.009042
chrX	3216222	0.001477	2.009042
chrX	3216284	0.001477	2.009042
chrX	3216326	0.001477	2.009042
chrX	3216381	0.001477	2.009042
chrX	3216565	0.001477	2.009043
chrX	3216723	0.001477	2.009043
chrX	3216908	0.001477	2.009043
chrX	3217179	0.001477	2.009044
chrX	3218352	0.001477	2.009045
chrX	3218608	0.001477	2.009046
chrX	3218814	0.001477	2.009046
chrX	3219041	0.001477	2.009046
chrX	3219129	0.001477	2.009046
chrX	3219343	0.001477	2.009047
chrX	3219537	0.001477	2.009047
chrX	3219805	0.001477	2.009047
chrX	3219946	0.001477	2.009048
chrX	3220671	0.001477	2.009049
chrX	3220719	0.001487	2.009049
chrX	3220743	0.001487	2.009049
chrX	3220921	0.001487	2.009049
chrX	3221057	0.017408	2.009049
chrX	3221138	1.224278	2.009051
chrX	3221241	1.224278	2.009177
chrX	3221824	0.010130	2.009891
chrX	3222292	0.010130	2.009895
chrX	3223156	0.010197	2.009904
chrX	3223725	0.010263	2.009910
chrX	3223886	4.328426	2.009912
chrX	3224257	0.846299	2.011517
chrX	3224460	0.822738	2.011689
chrX	3224630	0.880255	2.011829
chrX	3225208	0.880623	2.012338
chrX	3225267	0.880660	2.012390
chrX	3225726	0.880665	2.012794
chrX	3225797	0.690591	2.012857
chrX	3225959	0.531533	2.012968
chrX	3225999	0.414378	2.012990
chrX	3226028	0.324445	2.013002
chrX	3226138	0.302692	2.013037
chrX	3226534	0.303827	2.013157
chrX	3226553	0.312121	2.013163
chrX	3226691	0.316279	2.013206
chrX	3228096	1.340641	2.013650
chrX	3230034	0.464317	2.016249
chrX	3231850	0.580584	2.017092
chrX	3232104	0.693385	2.017239
chrX	3233112	1.079398	2.017938
chrX	3233854	1.106240	2.018739
chrX	3235093	1.106265	2.020110
chrX	3235724	1.087133	2.020808
chrX	3237039	1.017530	2.022237
chrX	3237114	0.919874	2.022314
chrX	3237584	0.851034	2.022746
chrX	3237651	0.797206	2.022803
chrX	3238733	0.804880	2.023666
chrX	3239276	0.811313	2.024103
chrX	3240343	0.811316	2.024968
chrX	3241050	0.804285	2.025542
chrX	3241256	1.004089	2.025708
chrX	3241284	1.922425	2.025736
chrX	3241317	2.985933	2.025799
chrX	3241436	2.984420	2.026155
chrX	3241791	0.909722	2.027214
chrX	3245204	0.857234	2.030319
chrX	3251462	0.174982	2.035683
chrX	3254607	0.227280	2.036234
chrX	3258105	1.007792	2.037029
chrX	3261139	1.007921	2.040086
chrX	3262570	0.565961	2.041529
chrX	3267051	0.566890	2.044065
chrX	3268061	0.566951	2.044637
chrX	3271849	1.311176	2.046785
chrX	3276006	0.999310	2.052236
chrX	3276218	0.822962	2.052447
chrX	3279029	0.548384	2.054761
chrX	3279941	0.449920	2.055261
chrX	3280938	0.447347	2.055709
chrX	3282400	0.428508	2.056363
chrX	3283159	0.416123	2.056689
chrX	3285674	0.415158	2.057735
chrX	3286951	0.416610	2.058265
chrX	3288657	5.509265	2.058976
chrX	3289332	0.119239	2.062695
chrX	3290316	0.903976	2.062812
chrX	3290641	0.853490	2.063106
chrX	3291008	0.099609	2.063419
chrX	3291224	0.052030	2.063441
chrX	3291287	0.028952	2.063444
chrX	3291807	0.028670	2.063459
chrX	3292166	0.028670	2.063469
chrX	3292225	0.028501	2.063471
chrX	3292507	0.028468	2.063479
chrX	3292651	0.029046	2.063483
chrX	3292721	0.029603	2.063485
chrX	3292747	0.031899	2.063486
chrX	3292812	0.047122	2.063488
chrX	3292898	0.156844	2.063492
chrX	3293025	0.891531	2.063512
chrX	3294215	5.335807	2.064573
chrX	3295054	11.233325	2.069050
chrX	3295135	12.670704	2.069960
chrX	3295195	27.259833	2.070720
chrX	3296070	13.748366	2.094572
chrX	3296294	4.041552	2.097652
chrX	3296723	4.039525	2.099386
chrX	3296857	0.722018	2.099927
chrX	3297197	0.317872	2.100172
chrX	3298221	0.317556	2.100498
chrX	3298325	0.317652	2.100531
chrX	3298820	0.313261	2.100688
chrX	3298934	0.308552	2.100724
chrX	3300959	0.298839	2.101349
chrX	3302043	3.033560	2.101673
chrX	3304763	0.266087	2.109924
chrX	3307365	0.275908	2.110616
chrX	3308214	0.295325	2.110851
chrX	3309764	0.325139	2.111308
chrX	3310338	0.339687	2.111495
chrX	3310879	0.345967	2.111679
chrX	3311441	0.349949	2.111873
chrX	3311479	0.353846	2.111887
chrX	3311721	0.354735	2.111972
chrX	3312412	0.388049	2.112217
chrX	3313459	0.465298	2.112624
chrX	3313864	0.683624	2.112812
chrX	3314094	0.994166	2.112969
chrX	3316490	1.022598	2.115351
chrX	3316851	1.582642	2.115720
chrX	3318187	0.989386	2.117835
chrX	3319447	0.796095	2.119081
chrX	3321068	0.322102	2.120372
chrX	3321428	0.311808	2.120488
chrX	3322666	0.448016	2.120874
chrX	3322902	0.511948	2.120980
chrX	3323165	0.528126	2.121114
chrX	3323236	0.548082	2.121152
chrX	3324296	0.552216	2.121733
chrX	3325021	2.061248	2.122133
chrX	3325546	0.402703	2.123215
chrX	3325613	0.084984	2.123242
chrX	3327958	0.085222	2.123442
chrX	3331024	0.090631	2.123703
chrX	3332227	0.088334	2.123812
chrX	3332960	0.095416	2.123877
chrX	3333055	0.104575	2.123886
chrX	3333951	0.081827	2.123979
chrX	3334015	0.068870	2.123985
chrX	3336470	0.182211	2.124154
chrX	3336483	0.304928	2.124156
chrX	3337598	0.378127	2.124496
chrX	3337958	0.462012	2.124632
chrX	3338346	0.490250	2.124811
chrX	3338471	0.529440	2.124873
chrX	3339313	1.703181	2.125318
chrX	3339602	2.378352	2.125811
chrX	3342554	1.265132	2.132832
chrX	3342836	0.619539	2.133188
chrX	3345545	0.779225	2.134867
chrX	3348145	3.931918	2.136893
chrX	3349262	4.028597	2.141285
chrX	3351499	1.432773	2.150297
chrX	3356270	1.429670	2.157132
chrX	3356539	1.429531	2.157517
chrX	3356648	1.426203	2.157673
chrX	3359568	6.243942	2.161837
chrX	3359854	7.178358	2.163623
chrX	3360405	9.419588	2.167578
chrX	3362519	9.848632	2.187491
chrX	3362933	1.225722	2.191569
chrX	3363821	0.436407	2.192657
chrX	3364190	0.130484	2.192818
chrX	3366261	0.126824	2.193088
chrX	3366651	0.125819	2.193138
chrX	3366680	0.125749	2.193141
chrX	3367340	0.126480	2.193224
chrX	3367443	0.126710	2.193237
chrX	3369355	0.132198	2.193480
chrX	3369880	0.142196	2.193549
chrX	3372268	0.144609	2.193889
chrX	3372781	0.238812	2.193963
chrX	3372974	1.809747	2.194009
chrX	3373214	1.069860	2.194443
chrX	3373542	0.296020	2.194794
chrX	3373749	0.257865	2.194856
chrX	3374611	0.258862	2.195078
chrX	3374640	0.259472	2.195085
chrX	3376141	0.266352	2.195475
chrX	3376304	0.273185	2.195518
chrX	3378059	0.301588	2.195998
chrX	3379159	0.364137	2.196329
chrX	3379941	0.673856	2.196614
chrX	3381343	1.061638	2.197559
chrX	3381512	7.494855	2.197738
chrX	3385655	7.494855	2.228789
chrX	3385871	7.494855	2.230408
chrX	3386226	7.482267	2.233069
chrX	3386599	2.241604	2.235860
chrX	3389419	1.591688	2.242181
chrX	3389512	0.794127	2.242329
chrX	3390052	0.777023	2.242758
chrX	3390445	0.387773	2.243063
chrX	3393567	0.180841	2.244274
chrX	3394432	0.148327	2.244431
chrX	3394743	0.132611	2.244477
chrX	3395542	0.127819	2.244583
chrX	3397110	0.121751	2.244783
chrX	3400493	0.118685	2.245195
chrX	3402531	0.116735	2.245437
chrX	3402679	0.114769	2.245454
chrX	3404092	0.113554	2.245616
chrX	3409337	0.122452	2.246212
chrX	3409977	0.121961	2.246290
chrX	3410669	0.190627	2.246375
chrX	3410828	0.267783	2.246405
chrX	3413115	0.270863	2.247017
chrX	3414710	0.278081	2.247449
chrX	3415247	0.297701	2.247599
chrX	3415710	0.340912	2.247737
chrX	3416152	0.413982	2.247887
chrX	3416335	0.413981	2.247963
chrX	3416438	0.526421	2.248006
chrX	3417253	0.586138	2.248435
chrX	3417373	0.641803	2.248505
chrX	3417545	0.721273	2.248615
chrX	3419988	1.147008	2.250377
chrX	3422129	8.387585	2.252833
chrX	3423174	2.107554	2.261598
chrX	3427071	2.033910	2.269811
chrX	3430446	2.033690	2.276676
chrX	3435399	0.374615	2.286749
chrX	3435609	0.165253	2.286827
chrX	3436093	0.125861	2.286907
chrX	3438945	0.125989	2.287266
chrX	3439586	0.125989	2.287347
chrX	3441064	0.126242	2.287533
chrX	3441118	0.126766	2.287540
chrX	3441648	0.126959	2.287607
chrX	3443776	0.126959	2.287877
chrX	3445693	0.231141	2.288121
chrX	3445846	0.342854	2.288156
chrX	3446714	0.455154	2.288454
chrX	3447160	0.546024	2.288657
chrX	3447762	1.450361	2.288985
chrX	3448380	1.208730	2.289882
chrX	3449529	26.034287	2.291271
chrX	3452272	25.410195	2.362683
chrX	3453684	1.276195	2.398562
chrX	3456100	1.154063	2.401645
chrX	3456112	0.566515	2.401659
chrX	3457060	0.559078	2.402196
chrX	3457271	0.559298	2.402314
chrX	3458348	0.564512	2.402916
chrX	3458817	0.570994	2.403181
chrX	3459334	0.600275	2.403476
chrX	3459801	1.238128	2.403757
chrX	3460089	1.566274	2.404113
chrX	3461239	0.237534	2.405914
chrX	3463531	0.183443	2.406459
chrX	3464074	0.171294	2.406558
chrX	3467263	0.204630	2.407105
chrX	3467724	0.277396	2.407199
chrX	3469043	1.476877	2.407565
chrX	3479365	1.806666	2.422809
chrX	3485585	1.786534	2.434047
chrX	3486289	0.596907	2.435304
chrX	3487750	0.596292	2.436177
chrX	3489155	0.597692	2.437014
chrX	3490787	0.607429	2.437990
chrX	3491219	0.620431	2.438252
chrX	3491330	0.636406	2.438321
chrX	3492422	0.659368	2.439016
chrX	3492813	0.685758	2.439274
chrX	3495213	1.619258	2.440920
chrX	3495529	1.891985	2.441431
chrX	3496027	0.707640	2.442374
chrX	3497086	0.698899	2.443123
chrX	3498557	0.914722	2.444151
chrX	3500998	0.925365	2.446384
chrX	3501678	0.924713	2.447013
chrX	3505453	0.975003	2.450504
chrX	3510277	1.003123	2.455207
chrX	3517751	1.463136	2.462705
chrX	3517761	1.914267	2.462719
chrX	3517936	2.845442	2.463054
chrX	3518376	4.799190	2.464306
chrX	3518477	6.603734	2.464791
chrX	3519899	6.870518	2.474181
chrX	3524309	7.432299	2.504480
chrX	3530512	7.450423	2.550583
chrX	3532875	7.469571	2.568188
chrX	3537035	6.570135	2.599262
chrX	3538577	6.569835	2.609393
chrX	3538698	6.609082	2.610188
chrX	3539070	6.623731	2.612646
chrX	3539248	6.661773	2.613825
chrX	3540527	7.112842	2.622346
chrX	3542075	7.301924	2.633357
chrX	3542110	9.216226	2.633612
chrX	3553081	8.955164	2.734723
chrX	3555302	8.843256	2.754613
chrX	3555532	8.754802	2.756647
chrX	3556334	8.685556	2.763668
chrX	3561094	8.686466	2.805011
chrX	3561596	6.560594	2.809372
chrX	3569345	3.545825	2.860210
chrX	3569359	0.930477	2.860260
chrX	3571501	0.967746	2.862253
chrX	3574538	1.192087	2.865192
chrX	3574564	1.378455	2.865223
chrX	3574797	1.421755	2.865544
chrX	3575816	1.595843	2.866993
chrX	3579588	1.634772	2.873012
chrX	3579857	1.665103	2.873452
chrX	3580302	1.725266	2.874193
chrX	3581242	1.725795	2.875815
chrX	3582703	1.702857	2.878336
chrX	3584032	1.698485	2.880599
chrX	3586406	1.715757	2.884631
chrX	3586643	1.716862	2.885038
chrX	3588580	1.722241	2.888364
chrX	3591023	1.729078	2.892571
chrX	3593356	1.741240	2.896605
chrX	3593659	1.746881	2.897133
chrX	3595577	1.737698	2.900483
chrX	3595827	1.707055	2.900917
chrX	3598141	1.625445	2.904868
chrX	3598635	1.582905	2.905671
chrX	3598694	1.531822	2.905764
chrX	3599911	1.456570	2.907628
chrX	3600178	1.350219	2.908017
chrX	3600301	1.231140	2.908183
chrX	3600632	1.113037	2.908591
chrX	3601991	1.099677	2.910103
chrX	3602531	1.094951	2.910697
chrX	3603515	5.020745	2.911775
chrX	3603716	5.102182	2.912784
chrX	3603734	5.172612	2.912876
chrX	3604421	5.174767	2.916429
chrX	3605254	5.178321	2.920740
chrX	3607389	16.153346	2.931795
chrX	3608067	16.453051	2.942747
chrX	3609070	16.453051	2.959250
chrX	3612054	16.448467	3.008346
chrX	3612081	16.448467	3.008790
chrX	3618132	16.424187	3.108319
chrX	3619524	16.299710	3.131182
chrX	3623185	14.079847	3.190855
chrX	3624687	8.621303	3.212003
chrX	3625196	8.078650	3.216391
chrX	3626929	8.086961	3.230392
chrX	3628427	6.288390	3.242506
chrX	3628842	3.706119	3.245116
chrX	3631961	3.683186	3.256675
chrX	3632387	3.659354	3.258244
chrX	3635539	3.654847	3.269778
chrX	3635555	3.653231	3.269837
chrX	3641485	3.610956	3.291500
chrX	3643270	3.364577	3.297946
chrX	3646417	3.073203	3.308534
chrX	3646485	2.804332	3.308743
chrX	3648286	2.814510	3.313794
chrX	3648354	2.825354	3.313985
chrX	3649810	2.787338	3.318099
chrX	3649902	2.751774	3.318355
chrX	3653586	1.152299	3.328493
chrX	3655887	0.910117	3.331144
chrX	3655986	0.678956	3.331235
chrX	3656805	0.629131	3.331791
chrX	3656889	0.562810	3.331843
chrX	3656966	0.538718	3.331887
chrX	3657491	0.536931	3.332170
chrX	3660106	0.616049	3.333574
chrX	3660415	0.798040	3.333764
chrX	3661295	0.797235	3.334466
chrX	3664074	11.914422	3.336682
chrX	3664639	12.520544	3.343413
chrX	3665889	12.505461	3.359064
chrX	3666059	12.340968	3.361190
chrX	3666153	12.306526	3.362350
chrX	3666734	11.474336	3.369500
chrX	3667366	11.401755	3.376752
chrX	3667552	7.381991	3.378873
chrX	3668293	6.860921	3.384343
chrX	3668346	6.514602	3.384706
chrX	3669124	6.533597	3.389775
chrX	3671138	7.207116	3.402933
chrX	3671899	7.187201	3.408418
chrX	3673362	7.057820	3.418933
chrX	3673381	6.276670	3.419067
chrX	3675711	1.192567	3.433692
chrX	3677010	1.191534	3.435241
chrX	3677894	1.175468	3.436294
chrX	3678164	1.169681	3.436612
chrX	3678316	1.166124	3.436789
chrX	3678741	1.167064	3.437285
chrX	3679067	0.603096	3.437665
chrX	3953330	0.809218	3.603072
chrX	3953718	0.755017	3.603386
chrX	3953950	0.513585	3.603561
chrX	3954674	0.460455	3.603933
chrX	3954972	0.418401	3.604071
chrX	3955657	0.406099	3.604357
chrX	3956166	0.394573	3.604564
chrX	3956446	0.384225	3.604674
chrX	3956940	0.389820	3.604864
chrX	3958598	0.366143	3.605510
chrX	3959785	1.245030	3.605945
chrX	3960580	2.515796	3.606935
chrX	3962033	1.613863	3.610590
chrX	3962928	0.004648	3.612035
chrX	3963094	0.004458	3.612035
chrX	3965476	0.004270	3.612046
chrX	3965741	0.004206	3.612047
chrX	3967049	0.004206	3.612053
chrX	3967235	0.004206	3.612054
chrX	3967591	0.004206	3.612055
chrX	3968454	0.004206	3.612059
chrX	3968606	0.004205	3.612059
chrX	3969553	2.385723	3.612063
chrX	3969618	2.484755	3.612218
chrX	3969809	0.007330	3.612693
chrX	3969879	0.001785	3.612693
chrX	3969941	0.001449	3.612694
chrX	3970116	0.001449	3.612694
chrX	3970675	0.001446	3.612695
chrX	3970988	0.001438	3.612695
chrX	3971619	0.001439	3.612696
chrX	3971639	0.001434	3.612696
chrX	3973743	0.001434	3.612699
chrX	3973860	0.001434	3.612699
chrX	3975508	0.001434	3.612702
chrX	3975551	0.001433	3.612702
chrX	3975814	0.001433	3.612702
chrX	3975980	0.001433	3.612702
chrX	3977020	0.001433	3.612704
chrX	3977497	0.001433	3.612704
chrX	3978015	0.001433	3.612705
chrX	3978054	0.001433	3.612705
chrX	3978224	0.001433	3.612705
chrX	3978551	0.001433	3.612706
chrX	3979108	0.001433	3.612707
chrX	3979424	0.001433	3.612707
chrX	3979452	0.001433	3.612707
chrX	3979633	0.001433	3.612707
chrX	3979702	0.001433	3.612708
chrX	3980002	0.001433	3.612708
chrX	3981019	0.001433	3.612709
chrX	3981050	0.001436	3.612709
chrX	3981361	0.001443	3.612710
chrX	3981621	0.005607	3.612710
chrX	3981736	0.200176	3.612711
chrX	3982130	0.875261	3.612790
chrX	3982274	2.613717	3.612916
chrX	3982775	0.240822	3.614225
chrX	3982858	0.161158	3.614245
chrX	3983129	0.161536	3.614289
chrX	3983750	0.161862	3.614389
chrX	3983866	0.162078	3.614408
chrX	3986656	0.162001	3.614860
chrX	3987755	0.161881	3.615038
