Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr17	601018	0.122694	1.610300
chr17	602261	0.070860	1.610453
chr17	602469	0.042145	1.610467
chr17	607286	0.042158	1.610670
chr17	608209	0.042044	1.610709
chr17	608381	0.041914	1.610717
chr17	609275	0.041886	1.610754
chr17	612608	0.090916	1.610894
chr17	613501	0.132278	1.610975
chr17	614494	0.221129	1.611106
chr17	614799	0.276299	1.611174
chr17	615356	0.304110	1.611327
chr17	616261	0.543530	1.611603
chr17	617869	1.147009	1.612477
chr17	618039	1.143012	1.612672
chr17	618100	1.346331	1.612741
chr17	618958	1.346150	1.613897
chr17	618965	1.291791	1.613906
chr17	619162	0.703728	1.614160
chr17	619842	0.314474	1.614639
chr17	620411	0.289362	1.614818
chr17	622497	0.289235	1.615422
chr17	624676	0.289343	1.616052
chr17	624865	0.289325	1.616106
chr17	626362	0.289624	1.616540
chr17	629675	0.932581	1.617499
chr17	629896	1.324475	1.617705
chr17	630363	1.693263	1.618324
chr17	632425	4.747615	1.621815
chr17	632905	4.751178	1.624094
chr17	633188	4.740231	1.625439
chr17	636822	2.900501	1.642665
chr17	636947	0.954050	1.643027
chr17	639327	1.230203	1.645298
chr17	639604	1.093759	1.645639
chr17	639843	0.658108	1.645900
chr17	642928	0.662233	1.647930
chr17	643426	0.680363	1.648260
chr17	644117	0.679853	1.648730
chr17	644841	0.651625	1.649222
chr17	644986	0.534410	1.649317
chr17	648186	0.432557	1.651027
chr17	648498	0.366011	1.651162
chr17	649067	0.365762	1.651370
chr17	649232	0.355579	1.651431
chr17	649547	0.350055	1.651543
chr17	649935	0.345757	1.651678
chr17	653818	0.358800	1.653021
chr17	653987	0.374570	1.653082
chr17	655920	0.365230	1.653806
chr17	657730	0.311054	1.654467
chr17	657815	0.255332	1.654493
chr17	661451	0.242771	1.655422
chr17	661978	0.234209	1.655550
chr17	662373	0.228461	1.655642
chr17	664166	0.227197	1.656052
chr17	667377	0.222204	1.656781
chr17	672284	0.228359	1.657872
chr17	673895	0.213806	1.658239
chr17	674393	0.199132	1.658346
chr17	677226	0.179522	1.658910
chr17	677459	0.160801	1.658952
chr17	680540	0.151088	1.659447
chr17	684261	0.148798	1.660010
chr17	684729	0.147297	1.660079
chr17	685752	0.146866	1.660230
chr17	687843	0.146828	1.660537
chr17	688134	0.146873	1.660580
chr17	688229	0.146668	1.660594
chr17	692520	0.167884	1.661223
chr17	693354	0.330855	1.661363
chr17	693416	0.529602	1.661384
chr17	696016	0.680975	1.662761
chr17	698176	1.193533	1.664231
chr17	698664	38.191949	1.664814
chr17	700020	38.192627	1.716602
chr17	701122	6.077379	1.758690
chr17	706009	5.900270	1.788391
chr17	706862	5.101179	1.793423
chr17	710947	4.922161	1.814262
chr17	712026	4.614866	1.819573
chr17	712533	4.172931	1.821913
chr17	715782	1.429315	1.835470
chr17	719452	1.341839	1.840716
chr17	721014	0.922670	1.842812
chr17	727132	0.927127	1.848457
chr17	728030	0.928856	1.849289
chr17	729086	0.930298	1.850270
chr17	730191	0.931875	1.851298
chr17	732158	0.930937	1.853131
chr17	732283	0.931336	1.853248
chr17	733738	1.298704	1.854603
chr17	733773	1.692275	1.854648
chr17	733887	2.004628	1.854841
chr17	734347	2.452477	1.855763
chr17	734599	2.716754	1.856381
chr17	735159	2.415035	1.857903
chr17	735301	2.282373	1.858246
chr17	735362	2.224529	1.858385
chr17	735768	2.940184	1.859288
chr17	736050	22.046555	1.860117
chr17	736927	24.336692	1.879452
chr17	738853	9.098133	1.926324
chr17	743406	9.082408	1.967748
chr17	744229	8.986984	1.975223
chr17	745387	8.977685	1.985630
chr17	745738	6.463444	1.988781
chr17	745774	1.967039	1.989014
chr17	746832	1.755164	1.991095
chr17	746881	1.553516	1.991181
chr17	749702	1.557792	1.995563
chr17	749815	1.563319	1.995739
chr17	750055	1.573449	1.996115
chr17	752003	1.613167	1.999180
chr17	754600	1.731712	2.003369
chr17	755120	1.716672	2.004270
chr17	755326	1.767624	2.004623
chr17	756111	1.755758	2.006011
chr17	756352	0.913558	2.006434
chr17	764072	0.938550	2.013487
chr17	768235	0.773191	2.017394
chr17	768422	0.773076	2.017538
chr17	769467	1.608695	2.018346
chr17	772643	1.610216	2.023455
chr17	775051	2.559001	2.027333
chr17	775334	5.255869	2.028057
chr17	777500	6.226226	2.039441
chr17	778250	6.349162	2.044111
chr17	779725	9.025811	2.053476
chr17	781040	9.124333	2.065345
chr17	781043	11.350524	2.065372
chr17	781046	13.580402	2.065406
chr17	781238	13.618425	2.068014
chr17	781340	13.647073	2.069403
chr17	781407	15.930202	2.070317
chr17	781533	16.044873	2.072324
chr17	781948	16.044873	2.078983
chr17	782416	15.225332	2.086492
chr17	782670	13.868235	2.090359
chr17	782899	12.564213	2.093535
chr17	782952	12.442709	2.094201
chr17	782998	12.050630	2.094773
chr17	783049	9.791198	2.095388
chr17	783118	7.123640	2.096063
chr17	783580	6.961948	2.099355
chr17	784417	6.956116	2.105182
chr17	784636	6.951443	2.106705
chr17	784963	6.903413	2.108978
chr17	786354	1.734228	2.118581
chr17	786828	1.732831	2.119403
chr17	786936	1.734244	2.119590
chr17	787784	1.783372	2.121061
chr17	788153	1.770435	2.121719
chr17	788396	1.760707	2.122149
chr17	788762	1.944136	2.122793
chr17	789237	1.917168	2.123717
chr17	789285	1.916564	2.123809
chr17	790531	1.931781	2.126197
chr17	790568	1.859307	2.126268
chr17	790745	1.579754	2.126598
chr17	790803	1.268293	2.126689
chr17	791338	0.963486	2.127368
chr17	793117	0.982845	2.129082
chr17	793147	0.982274	2.129111
chr17	793207	1.006248	2.129170
chr17	793371	1.005535	2.129335
chr17	794005	1.005518	2.129973
chr17	794833	1.005585	2.130805
chr17	795211	1.005673	2.131185
chr17	795835	1.037013	2.131813
chr17	796091	1.037421	2.132078
chr17	796372	1.037654	2.132370
chr17	796505	1.037737	2.132508
chr17	798067	1.041485	2.134129
chr17	798765	3.343338	2.134856
chr17	799787	3.550810	2.138273
chr17	799797	3.550474	2.138308
chr17	799847	3.550905	2.138486
chr17	799933	3.905808	2.138791
chr17	800050	3.905561	2.139248
chr17	800443	3.432578	2.140783
chr17	800568	2.794827	2.141212
chr17	800593	2.126536	2.141282
chr17	801501	2.147171	2.143213
chr17	804010	1.811921	2.148600
chr17	804058	1.459429	2.148687
chr17	804752	1.458944	2.149700
chr17	807183	1.456400	2.153247
chr17	809643	1.448973	2.156829
chr17	811874	1.470847	2.160062
chr17	812404	1.578506	2.160842
chr17	812491	1.743014	2.160979
chr17	812693	2.064730	2.161331
chr17	812750	2.295283	2.161449
chr17	813132	2.348149	2.162325
chr17	813324	2.429972	2.162776
chr17	813799	2.429679	2.163931
chr17	813875	2.591928	2.164115
chr17	813994	2.591005	2.164424
chr17	814320	2.590981	2.165268
chr17	814418	2.589843	2.165522
chr17	814529	2.585308	2.165810
chr17	815170	2.584099	2.167467
chr17	815623	2.833012	2.168637
chr17	815668	2.832459	2.168765
chr17	815801	3.307330	2.169142
chr17	816250	4.791956	2.170627
chr17	817095	18.224850	2.174676
chr17	817116	30.277297	2.175059
chr17	818521	30.277297	2.217598
chr17	819684	30.277297	2.252811
chr17	820324	30.277297	2.272188
chr17	820325	30.277297	2.272218
chr17	820392	30.271534	2.274247
chr17	821261	30.271534	2.300553
chr17	822732	29.923604	2.345082
chr17	823823	16.558544	2.377729
chr17	826607	16.650011	2.423828
chr17	826963	16.772052	2.429755
chr17	827031	16.834880	2.430896
chr17	828023	14.723079	2.447596
chr17	828226	12.488816	2.450585
chr17	831109	6.942145	2.486590
chr17	831667	6.504823	2.490464
chr17	832367	6.477018	2.495017
chr17	833158	6.012102	2.500141
chr17	833184	3.128284	2.500297
chr17	833737	1.739132	2.502027
chr17	833790	1.244097	2.502119
chr17	833922	1.207809	2.502283
chr17	833987	1.171634	2.502362
chr17	835502	1.174139	2.504137
chr17	836018	1.302553	2.504743
chr17	836233	2.358553	2.505023
chr17	836255	3.512697	2.505075
chr17	836265	4.681336	2.505110
chr17	836517	5.702264	2.506289
chr17	836541	5.717274	2.506426
chr17	836597	5.925618	2.506746
chr17	836620	6.239546	2.506883
chr17	836631	6.595912	2.506951
chr17	836675	7.780168	2.507242
chr17	836716	10.114118	2.507561
chr17	837260	10.143084	2.513063
chr17	837755	10.128494	2.518083
chr17	837797	9.673024	2.518509
chr17	838175	8.463913	2.522165
chr17	839381	7.918773	2.532373
chr17	839457	7.677616	2.532975
chr17	839578	7.626320	2.533904
chr17	839964	7.734777	2.536847
chr17	840729	7.976466	2.542764
chr17	840805	9.031304	2.543371
chr17	840897	10.476675	2.544201
chr17	840992	10.907435	2.545197
chr17	840994	12.527615	2.545219
chr17	842451	12.605698	2.563471
chr17	846481	12.595068	2.614272
chr17	847048	11.583681	2.621414
chr17	847514	4.028124	2.626812
chr17	847724	1.476042	2.627658
chr17	848176	1.337754	2.628325
chr17	848269	1.190506	2.628449
chr17	850055	1.183844	2.630575
chr17	850226	1.180253	2.630778
chr17	850542	1.178749	2.631151
chr17	851874	1.178634	2.632721
chr17	853632	1.239620	2.634793
chr17	857257	22.502680	2.639287
chr17	861226	22.616210	2.728600
chr17	861533	22.616361	2.735543
chr17	862249	22.616361	2.751736
chr17	862260	22.614432	2.751985
chr17	862625	8.818123	2.760239
chr17	863462	8.817462	2.767620
chr17	863551	8.816795	2.768405
chr17	863586	8.816410	2.768713
chr17	865499	8.869083	2.785579
chr17	865542	8.868436	2.785961
chr17	867464	9.185208	2.803006
chr17	868491	9.184381	2.812439
chr17	870219	9.190482	2.828309
chr17	872779	9.195163	2.851837
chr17	873086	9.197047	2.854660
chr17	874108	9.186673	2.864059
chr17	874596	8.837536	2.868543
chr17	877926	1.568085	2.897972
chr17	879151	1.421796	2.899892
chr17	880653	1.421771	2.902028
chr17	881191	1.383116	2.902793
chr17	881476	1.337172	2.903187
chr17	884610	1.324866	2.907378
chr17	896190	1.357242	2.922720
chr17	896302	1.384197	2.922872
chr17	901830	2.264075	2.930524
chr17	902322	2.269872	2.931637
chr17	904983	2.756129	2.937678
chr17	907907	3.356486	2.945737
chr17	908502	3.475400	2.947734
chr17	908795	3.588205	2.948752
chr17	909451	3.500904	2.951106
chr17	909653	2.958833	2.951813
chr17	911294	5.260325	2.956668
chr17	913580	10.716557	2.968694
chr17	915368	10.731097	2.987855
chr17	917146	10.728751	3.006935
chr17	923269	9.850587	3.072627
chr17	923916	7.856123	3.079000
chr17	925764	2.711020	3.093518
chr17	927664	2.619663	3.098669
chr17	928717	3.114464	3.101428
chr17	929176	4.224906	3.102857
chr17	929211	5.340576	3.103005
chr17	929624	5.843279	3.105211
chr17	929741	9.299131	3.105894
chr17	930164	9.354672	3.109828
chr17	930519	9.357551	3.113149
chr17	930533	9.360920	3.113280
chr17	930876	13.049642	3.116491
chr17	930951	15.037434	3.117469
chr17	931002	17.556343	3.118236
chr17	931216	17.612630	3.121993
chr17	931937	17.612630	3.134692
chr17	931993	17.614276	3.135678
chr17	932023	17.616496	3.136207
chr17	936300	10.049940	3.211552
chr17	936851	10.032828	3.217090
chr17	940705	10.032828	3.255757
chr17	941070	10.818205	3.259419
chr17	941439	11.556567	3.263410
chr17	941646	11.556567	3.265803
chr17	942192	10.796532	3.272113
chr17	942233	9.332339	3.272555
chr17	943079	9.269849	3.280450
chr17	943375	6.067829	3.283194
chr17	944546	1.129536	3.290300
chr17	945060	1.121595	3.290880
chr17	945564	1.128392	3.291446
chr17	947233	1.133741	3.293329
chr17	948149	1.151925	3.294367
chr17	948290	1.178675	3.294530
chr17	948571	2.827490	3.294861
chr17	948812	1.133062	3.295542
chr17	949897	0.908252	3.296772
chr17	950191	0.827263	3.297039
chr17	950397	0.798130	3.297209
chr17	950479	0.780546	3.297275
chr17	950567	0.772429	3.297343
chr17	950675	0.766823	3.297427
chr17	950704	0.766017	3.297449
chr17	950778	0.765288	3.297506
chr17	950807	0.768783	3.297528
chr17	950958	0.796715	3.297644
chr17	951420	1.328395	3.298012
chr17	951489	1.983243	3.298104
chr17	951707	2.571441	3.298536
chr17	952343	7.449494	3.300171
chr17	952365	11.317424	3.300335
chr17	953456	12.240828	3.312683
chr17	953660	12.221902	3.315180
chr17	953737	12.779251	3.316121
chr17	954003	7.940267	3.319520
chr17	959515	2.905916	3.363287
chr17	960221	0.473836	3.365338
chr17	961900	0.388832	3.366134
chr17	963702	0.388009	3.366835
chr17	965314	0.378999	3.367460
chr17	970413	0.654812	3.369393
chr17	971097	0.665010	3.369841
chr17	975439	14.092519	3.372728
chr17	978653	2.256591	3.418021
chr17	981213	2.374014	3.423798
chr17	981239	2.485397	3.423860
chr17	981612	2.420110	3.424787
chr17	984317	2.417963	3.431333
chr17	986742	4.178932	3.437197
chr17	987151	6.336609	3.438906
chr17	987221	8.868509	3.439350
chr17	987240	9.325915	3.439518
chr17	990890	8.159175	3.473558
chr17	990964	7.175433	3.474162
chr17	991065	2.514066	3.474886
chr17	993600	0.671285	3.481260
chr17	994735	0.628632	3.482021
chr17	994812	0.587752	3.482070
chr17	995866	0.588239	3.482689
chr17	997035	0.601322	3.483377
chr17	997260	0.673265	3.483512
chr17	997552	1.112106	3.483709
chr17	997593	1.715306	3.483754
chr17	998769	2.290780	3.485772
chr17	998870	2.302377	3.486003
chr17	999278	1.526910	3.486942
chr17	999627	0.762855	3.487475
chr17	1001020	0.703305	3.488538
chr17	1001710	0.701952	3.489023
chr17	1002010	0.699787	3.489234
chr17	1002846	0.712524	3.489819
chr17	1003408	0.911201	3.490219
chr17	1003427	1.164154	3.490237
chr17	1003580	5.726561	3.490415
chr17	1003611	9.027520	3.490592
chr17	1003711	9.827571	3.491495
chr17	1004108	10.627016	3.495397
chr17	1004952	10.012583	3.504366
chr17	1006446	6.009729	3.519325
chr17	1006690	4.825453	3.520791
chr17	1006728	3.686803	3.520974
chr17	1007158	3.707846	3.522560
chr17	1007299	3.128139	3.523082
chr17	1007540	3.080479	3.523836
chr17	1008154	3.177873	3.525728
chr17	1009156	3.201869	3.528912
chr17	1009371	3.201923	3.529600
chr17	1010478	3.212536	3.533145
chr17	1013904	3.215993	3.544151
chr17	1016248	3.216419	3.551689
chr17	1018492	3.218052	3.558907
chr17	1019684	3.221929	3.562743
chr17	1019895	3.218953	3.563423
chr17	1020183	3.218912	3.564350
chr17	1022796	3.328107	3.572761
chr17	1024394	3.294545	3.578079
chr17	1024552	3.286836	3.578600
chr17	1024612	3.286748	3.578797
chr17	1026163	3.267165	3.583895
chr17	1026518	3.264261	3.585054
chr17	1027098	1.859654	3.586948
chr17	1027832	0.599969	3.588313
chr17	1033639	0.604990	3.591797
chr17	1037132	0.761220	3.593910
chr17	1037159	0.923069	3.593930
chr17	1038188	0.864401	3.594880
chr17	1039218	0.895879	3.595771
chr17	1042959	2.290892	3.599122
chr17	1047313	2.337139	3.609097
chr17	1048809	2.338147	3.612593
chr17	1049224	2.338666	3.613563
chr17	1054071	2.347449	3.624899
chr17	1058246	3.798575	3.634699
chr17	1058843	5.032628	3.636967
chr17	1058861	5.804659	3.637058
chr17	1060030	10.541255	3.643843
chr17	1061263	10.541255	3.656841
chr17	1062377	10.583036	3.668584
chr17	1064514	10.583343	3.691200
chr17	1065613	10.583617	3.702831
chr17	1068393	5.722357	3.732253
chr17	1071624	5.721685	3.750742
chr17	1071914	5.721127	3.752402
chr17	1072697	5.717161	3.756881
chr17	1073303	5.717721	3.760346
chr17	1073363	5.716920	3.760689
chr17	1073438	5.717960	3.761118
chr17	1075407	5.716845	3.772376
